"perm","timestep","event","point_id","parent_id","x","y","stage_from","stage_to","detail","provisional_x","provisional_y","habitat","habitat_nudged"
1,11,"stage_transition",34,15,940.138917545973,1788.54211326201,1,2,"transition_kernel",940.138917545973,1788.54211326201,1,FALSE
1,11,"establishment",35,5,1194.14830557052,345.204440069572,2,1,"SDD",1194.14830557052,345.204440069572,1,FALSE
1,11,"establishment",36,9,382.631788902113,272.910248888823,2,1,"SDD",382.631788902113,272.910248888823,1,FALSE
1,11,"establishment",37,13,1422.30916093061,1849.34654948884,2,1,"SDD",1422.30916093061,1849.34654948884,1,FALSE
1,11,"establishment",38,13,1287.25693556636,1641.49597060798,2,1,"SDD",1287.25693556636,1641.49597060798,1,FALSE
1,11,"establishment",39,13,1563.76023779649,1587.85665996415,2,1,"SDD",1563.76023779649,1587.85665996415,1,FALSE
1,11,"establishment",40,15,1243.40047503978,1696.02092569517,2,1,"SDD",1243.40047503978,1696.02092569517,1,FALSE
1,11,"establishment",41,15,1155.42957139645,1578.39662050646,2,1,"SDD",1155.42957139645,1578.39662050646,1,FALSE
1,11,"establishment",42,15,841.904942415776,2178.82931944812,2,1,"SDD",841.904942415776,2178.82931944812,1,FALSE
1,11,"establishment",43,15,1333.50372618023,1496.85827158686,2,1,"SDD",1333.50372618023,1496.85827158686,1,FALSE
1,11,"establishment",44,15,1230.82240998952,2081.54195595169,2,1,"SDD",1230.82240998952,2081.54195595169,1,FALSE
1,11,"establishment",45,16,1050.21665518793,1312.66977542297,2,1,"SDD",1050.21665518793,1312.66977542297,1,FALSE
1,11,"establishment",46,18,1118.83379173277,818.818616654113,2,1,"SDD",1118.83379173277,818.818616654113,1,FALSE
1,11,"establishment",47,18,1527.28342723764,1191.77469011633,2,1,"SDD",1527.28342723764,1191.77469011633,1,FALSE
1,11,"establishment",48,18,1196.38100715935,1085.34681143047,2,1,"SDD",1196.38100715935,1085.34681143047,1,FALSE
1,11,"establishment",49,18,1515.8735653162,1250.25828657735,2,1,"SDD",1515.8735653162,1250.25828657735,1,FALSE
1,11,"establishment",50,19,1319.4189886316,1431.42318194883,2,1,"SDD",1319.4189886316,1431.42318194883,1,FALSE
1,11,"establishment",51,21,1603.88472340469,1780.14613177949,2,1,"SDD",1603.88472340469,1780.14613177949,1,FALSE
1,11,"establishment",52,21,1595.69931188614,1714.85148792491,2,1,"SDD",1595.69931188614,1714.85148792491,1,FALSE
1,11,"establishment",53,23,1431.97381204449,1199.27200611885,2,1,"SDD",1431.97381204449,1199.27200611885,1,FALSE
1,11,"establishment",54,23,1762.79868322384,749.286699345706,2,1,"SDD",1762.79868322384,749.286699345706,1,FALSE
1,11,"establishment",55,23,1666.36344468125,1282.24006344224,2,1,"SDD",1666.36344468125,1282.24006344224,1,FALSE
1,12,"death",25,11,1547.21873124554,1788.01580955159,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,12,"death",41,15,1155.42957139645,1578.39662050646,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,12,"death",50,19,1319.4189886316,1431.42318194883,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,12,"death",51,21,1603.88472340469,1780.14613177949,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,12,"stage_transition",33,15,1294.4151803067,1503.45629184798,1,2,"transition_kernel",1294.4151803067,1503.45629184798,1,FALSE
1,12,"stage_transition",35,5,1170.25782702463,342.791347482422,1,2,"transition_kernel",1170.25782702463,342.791347482422,1,FALSE
1,12,"stage_transition",36,9,384.366269221173,239.620556986075,1,2,"transition_kernel",384.366269221173,239.620556986075,1,FALSE
1,12,"stage_transition",39,13,1396.19986844687,1652.8641633748,1,2,"transition_kernel",1396.19986844687,1652.8641633748,1,FALSE
1,12,"stage_transition",40,15,1267.03688692181,1845.87540310615,1,2,"transition_kernel",1267.03688692181,1845.87540310615,1,FALSE
1,12,"stage_transition",42,15,857.374111223109,2143.12329856366,1,2,"transition_kernel",857.374111223109,2143.12329856366,1,FALSE
1,12,"stage_transition",43,15,1341.40530980665,1507.36224275593,1,2,"transition_kernel",1341.40530980665,1507.36224275593,1,FALSE
1,12,"stage_transition",44,15,942.356843986241,2269.75357015423,1,2,"transition_kernel",942.356843986241,2269.75357015423,1,FALSE
1,12,"stage_transition",45,16,1086.75765330928,1361.51444860359,1,2,"transition_kernel",1086.75765330928,1361.51444860359,1,FALSE
1,12,"stage_transition",48,18,1214.45104694875,1151.3887811038,1,2,"transition_kernel",1214.45104694875,1151.3887811038,1,FALSE
1,12,"stage_transition",49,18,1508.13272980284,1342.24573396543,1,2,"transition_kernel",1508.13272980284,1342.24573396543,1,FALSE
1,12,"stage_transition",53,23,1507.89616090325,1114.10002903087,1,2,"transition_kernel",1507.89616090325,1114.10002903087,1,FALSE
1,12,"stage_transition",54,23,1763.09118518469,750.078965180192,1,2,"transition_kernel",1763.09118518469,750.078965180192,1,FALSE
1,12,"stage_transition",55,23,1691.20767696955,1158.69168230931,1,2,"transition_kernel",1691.20767696955,1158.69168230931,1,FALSE
1,12,"establishment",56,4,1939.6742211213,1937.19484198448,2,1,"SDD",1939.6742211213,1937.19484198448,1,FALSE
1,12,"establishment",57,4,1586.990124016,1580.19425665646,2,1,"SDD",1586.990124016,1580.19425665646,1,FALSE
1,12,"establishment",58,4,1488.31659307457,1389.08034961279,2,1,"SDD",1488.31659307457,1389.08034961279,1,FALSE
1,12,"establishment",59,4,1962.18921361036,1214.01884925541,2,1,"SDD",1962.18921361036,1214.01884925541,1,FALSE
1,12,"establishment",60,9,1481.458562072,1383.85123611664,2,1,"SDD",1481.458562072,1383.85123611664,1,FALSE
1,12,"establishment",61,9,1571.60355424192,1488.38174757271,2,1,"SDD",1571.60355424192,1488.38174757271,1,FALSE
1,12,"establishment",62,14,1697.29270090019,991.117648436071,2,1,"SDD",1697.29270090019,991.117648436071,1,FALSE
1,12,"establishment",63,14,1326.54005516268,1487.07015999719,2,1,"SDD",1326.54005516268,1487.07015999719,1,FALSE
1,12,"establishment",64,16,891.056634717625,1450.83287801359,2,1,"SDD",891.056634717625,1450.83287801359,1,FALSE
1,12,"establishment",65,18,1516.91660664739,1235.63883786274,2,1,"SDD",1516.91660664739,1235.63883786274,1,FALSE
1,12,"establishment",66,18,1494.45502564861,1171.25550759698,2,1,"SDD",1494.45502564861,1171.25550759698,1,FALSE
1,12,"establishment",67,20,1441.30269272823,1968.42092807692,2,1,"SDD",1441.30269272823,1968.42092807692,1,FALSE
1,12,"establishment",68,22,859.626762644227,569.817857241201,2,1,"SDD",859.626762644227,569.817857241201,1,FALSE
1,12,"establishment",69,22,849.279851562505,806.758408638305,2,1,"SDD",849.279851562505,806.758408638305,1,FALSE
1,12,"establishment",70,24,2297.36820885122,1526.03476632157,2,1,"SDD",2297.36820885122,1526.03476632157,1,FALSE
1,12,"establishment",71,24,1849.39347583028,1178.60152434776,2,1,"SDD",1849.39347583028,1178.60152434776,1,FALSE
1,12,"establishment",72,25,1494.22625633415,1727.22775703844,2,1,"SDD",1494.22625633415,1727.22775703844,1,FALSE
1,12,"establishment",73,27,1767.89002853483,2643.20676377784,2,1,"SDD",1767.89002853483,2643.20676377784,1,FALSE
1,12,"establishment",74,27,1860.44795715514,2035.18624902165,2,1,"SDD",1860.44795715514,2035.18624902165,1,FALSE
1,12,"establishment",75,28,1354.36262141225,1310.0563288652,2,1,"SDD",1354.36262141225,1310.0563288652,1,FALSE
1,12,"establishment",76,32,1102.13032395619,2150.84065018228,2,1,"SDD",1102.13032395619,2150.84065018228,1,FALSE
1,12,"establishment",77,34,852.689741711903,1731.30179169804,2,1,"SDD",852.689741711903,1731.30179169804,1,FALSE
1,13,"death",5,1,1444.3313852092,1453.17304960665,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",9,4,1514.82197541196,1591.48941738446,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",16,4,1648.26447156108,1574.47429117602,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",18,5,1523.86997877857,1195.65935414681,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",24,9,1852.2622422083,1199.0706984636,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",29,11,1717.86553589625,1613.73738089727,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",32,15,838.081226707965,1909.13830550844,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",35,5,1170.25782702463,342.791347482422,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",42,15,857.374111223109,2143.12329856366,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",43,15,1341.40530980665,1507.36224275593,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",44,15,942.356843986241,2269.75357015423,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",53,23,1507.89616090325,1114.10002903087,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",54,23,1763.09118518469,750.078965180192,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",70,24,2297.36820885122,1526.03476632157,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",75,28,1354.36262141225,1310.0563288652,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"death",77,34,852.689741711903,1731.30179169804,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,13,"stage_transition",17,5,1589.12725087032,1494.74703179027,1,2,"transition_kernel",1589.12725087032,1494.74703179027,1,FALSE
1,13,"stage_transition",37,13,1345.09795763862,1827.46727956272,1,2,"transition_kernel",1345.09795763862,1827.46727956272,1,FALSE
1,13,"stage_transition",38,13,1411.40616025012,1573.28321745224,1,2,"transition_kernel",1411.40616025012,1573.28321745224,1,FALSE
1,13,"stage_transition",47,18,1537.60498112721,1106.94418127279,1,2,"transition_kernel",1537.60498112721,1106.94418127279,1,FALSE
1,13,"stage_transition",52,21,2033.19475508759,1719.41795319324,1,2,"transition_kernel",2033.19475508759,1719.41795319324,1,FALSE
1,13,"stage_transition",56,4,1932.75509498749,1942.47829024952,1,2,"transition_kernel",1932.75509498749,1942.47829024952,1,FALSE
1,13,"stage_transition",57,4,1443.02150350093,1546.53518520368,1,2,"transition_kernel",1443.02150350093,1546.53518520368,1,FALSE
1,13,"stage_transition",60,9,1493.67872095176,1328.32018103783,1,2,"transition_kernel",1493.67872095176,1328.32018103783,1,FALSE
1,13,"stage_transition",63,14,1315.16879508039,1499.4801214157,1,2,"transition_kernel",1315.16879508039,1499.4801214157,1,FALSE
1,13,"stage_transition",64,16,1023.00820888406,1485.40060389113,1,2,"transition_kernel",1023.00820888406,1485.40060389113,1,FALSE
1,13,"stage_transition",65,18,1547.80795260562,1226.62268650624,1,2,"transition_kernel",1547.80795260562,1226.62268650624,1,FALSE
1,13,"stage_transition",66,18,1672.44178270667,1377.66370102183,1,2,"transition_kernel",1672.44178270667,1377.66370102183,1,FALSE
1,13,"stage_transition",68,22,853.213134154936,563.686524224707,1,2,"transition_kernel",853.213134154936,563.686524224707,1,FALSE
1,13,"stage_transition",73,27,1729.81424550557,2634.59278085091,1,2,"transition_kernel",1729.81424550557,2634.59278085091,1,FALSE
1,13,"stage_transition",76,32,1101.7634669492,2153.13201908848,1,2,"transition_kernel",1101.7634669492,2153.13201908848,1,FALSE
1,13,"establishment",78,4,1188.71211255859,1365.77787995826,2,1,"SDD",1188.71211255859,1365.77787995826,1,FALSE
1,13,"establishment",79,5,1458.63034727788,1361.35548704721,2,1,"SDD",1458.63034727788,1361.35548704721,1,FALSE
1,13,"establishment",80,9,1525.5115001007,1561.02894011767,2,1,"SDD",1525.5115001007,1561.02894011767,1,FALSE
1,13,"establishment",81,9,1534.47059993548,1372.15977147433,2,1,"SDD",1534.47059993548,1372.15977147433,1,FALSE
1,13,"establishment",82,9,1680.09527374964,1505.45818405013,2,1,"SDD",1680.09527374964,1505.45818405013,1,FALSE
1,13,"establishment",83,9,1658.40896557497,2040.61612774906,2,1,"SDD",1658.40896557497,2040.61612774906,1,FALSE
1,13,"establishment",84,14,1438.5809882146,1473.49281592793,2,1,"SDD",1438.5809882146,1473.49281592793,1,FALSE
1,13,"establishment",85,16,1468.53317213556,1498.90456486348,2,1,"SDD",1468.53317213556,1498.90456486348,1,FALSE
1,13,"establishment",86,18,952.845284673823,670.357520308434,2,1,"SDD",952.845284673823,670.357520308434,1,FALSE
1,13,"establishment",87,19,1493.81305264951,2010.5324713789,2,1,"SDD",1493.81305264951,2010.5324713789,1,FALSE
1,13,"establishment",88,22,1365.9840483379,936.139309877804,2,1,"SDD",1365.9840483379,936.139309877804,1,FALSE
1,13,"establishment",89,22,788.28910332404,770.314572960639,2,1,"SDD",788.28910332404,770.314572960639,1,FALSE
1,13,"establishment",90,22,1432.73232335381,434.02452579111,2,1,"SDD",1432.73232335381,434.02452579111,1,FALSE
1,13,"establishment",91,23,1533.23779631727,1345.77785764303,2,1,"SDD",1533.23779631727,1345.77785764303,1,FALSE
1,13,"establishment",92,23,1657.61304583093,1102.02157745498,2,1,"SDD",1657.61304583093,1102.02157745498,1,FALSE
1,13,"establishment",93,24,1852.39873809083,1217.5658963974,2,1,"SDD",1852.39873809083,1217.5658963974,1,FALSE
1,13,"establishment",94,24,1093.32582647312,1272.55546121696,2,1,"SDD",1093.32582647312,1272.55546121696,1,FALSE
1,13,"establishment",95,27,1323.53437660028,1478.36993683683,2,1,"SDD",1323.53437660028,1478.36993683683,1,FALSE
1,13,"establishment",96,28,1347.00802781266,1455.59460988719,2,1,"SDD",1347.00802781266,1455.59460988719,1,FALSE
1,13,"establishment",97,31,1074.6397491716,1459.15327413895,2,1,"SDD",1074.6397491716,1459.15327413895,1,FALSE
1,13,"establishment",98,31,1178.53948602717,1675.25700341911,2,1,"SDD",1178.53948602717,1675.25700341911,1,FALSE
1,13,"establishment",99,32,837.131168369211,1476.65856812934,2,1,"SDD",837.131168369211,1476.65856812934,1,FALSE
1,13,"establishment",100,33,1289.95063221904,1500.44364836461,2,1,"SDD",1289.95063221904,1500.44364836461,1,FALSE
1,13,"establishment",101,34,908.981710133479,1810.25195409654,2,1,"SDD",908.981710133479,1810.25195409654,1,FALSE
1,13,"establishment",102,34,956.44379585759,1811.20069424044,2,1,"SDD",956.44379585759,1811.20069424044,1,FALSE
1,13,"establishment",103,34,998.2925916077,2406.51265126212,2,1,"SDD",998.2925916077,2406.51265126212,1,FALSE
1,13,"establishment",104,34,1135.93076083905,1509.8025972989,2,1,"SDD",1135.93076083905,1509.8025972989,1,FALSE
1,13,"establishment",105,35,2539.69932600556,386.629222015352,2,1,"SDD",2539.69932600556,386.629222015352,1,FALSE
1,13,"establishment",106,35,924.336582115257,585.009622208513,2,1,"SDD",924.336582115257,585.009622208513,1,FALSE
1,13,"establishment",107,36,347.122772911925,295.763466955907,2,1,"SDD",347.122772911925,295.763466955907,1,FALSE
1,13,"establishment",108,39,1148.18317914264,1785.12609345952,2,1,"SDD",1148.18317914264,1785.12609345952,1,FALSE
1,13,"establishment",109,39,1596.68507417634,1746.04080398248,2,1,"SDD",1596.68507417634,1746.04080398248,1,FALSE
1,13,"establishment",110,40,1251.73416380849,1948.95595151851,2,1,"SDD",1251.73416380849,1948.95595151851,1,FALSE
1,13,"establishment",111,42,845.133208262229,2700.53905721739,2,1,"SDD",845.133208262229,2700.53905721739,1,FALSE
1,13,"establishment",112,42,1389.72405393695,2500.62654395424,2,1,"SDD",1389.72405393695,2500.62654395424,1,FALSE
1,13,"establishment",113,42,1112.87650501927,1943.27051274184,2,1,"SDD",1112.87650501927,1943.27051274184,1,FALSE
1,13,"establishment",114,43,1353.39017488211,1372.07179211009,2,1,"SDD",1353.39017488211,1372.07179211009,1,FALSE
1,13,"establishment",115,43,1217.88284125073,1548.13308581533,2,1,"SDD",1217.88284125073,1548.13308581533,1,FALSE
1,13,"establishment",116,45,1000.90935554786,1162.68795576485,2,1,"SDD",1000.90935554786,1162.68795576485,1,FALSE
1,13,"establishment",117,48,1128.36302296778,1490.20933457796,2,1,"SDD",1128.36302296778,1490.20933457796,1,FALSE
1,13,"establishment",118,49,631.602191404194,2131.85857213424,2,1,"SDD",631.602191404194,2131.85857213424,1,FALSE
1,13,"establishment",119,54,2278.50451972999,949.240941041701,2,1,"SDD",2278.50451972999,949.240941041701,1,FALSE
1,13,"establishment",120,54,1747.84970972334,688.328554239502,2,1,"SDD",1747.84970972334,688.328554239502,1,FALSE
1,13,"establishment",121,55,1804.28289872536,1165.24667183595,2,1,"SDD",1804.28289872536,1165.24667183595,1,FALSE
1,13,"establishment",122,55,1947.94947444029,1210.83682186025,2,1,"SDD",1947.94947444029,1210.83682186025,1,FALSE
1,14,"death",36,9,384.366269221173,239.620556986075,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",40,15,1267.03688692181,1845.87540310615,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",57,4,1443.02150350093,1546.53518520368,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",58,4,1488.31659307457,1389.08034961279,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",74,27,1860.44795715514,2035.18624902165,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",80,9,1525.5115001007,1561.02894011767,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",82,9,1680.09527374964,1505.45818405013,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",84,14,1438.5809882146,1473.49281592793,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",93,24,1852.39873809083,1217.5658963974,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",98,31,1178.53948602717,1675.25700341911,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",101,34,908.981710133479,1810.25195409654,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",103,34,998.2925916077,2406.51265126212,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",107,36,347.122772911925,295.763466955907,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"death",114,43,1353.39017488211,1372.07179211009,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,14,"stage_transition",46,18,1111.8350106552,807.92980630979,1,2,"transition_kernel",1111.8350106552,807.92980630979,1,FALSE
1,14,"stage_transition",59,4,1879.37930954548,1230.34478069295,1,2,"transition_kernel",1879.37930954548,1230.34478069295,1,FALSE
1,14,"stage_transition",62,14,1681.31270998304,990.796628643303,1,2,"transition_kernel",1681.31270998304,990.796628643303,1,FALSE
1,14,"stage_transition",67,20,1437.89732601754,1964.41409818142,1,2,"transition_kernel",1437.89732601754,1964.41409818142,1,FALSE
1,14,"stage_transition",69,22,915.727508661325,937.317870456528,1,2,"transition_kernel",915.727508661325,937.317870456528,1,FALSE
1,14,"stage_transition",78,4,1171.56064618426,1354.3170099006,1,2,"transition_kernel",1171.56064618426,1354.3170099006,1,FALSE
1,14,"stage_transition",79,5,1379.69508046497,1460.62657720698,1,2,"transition_kernel",1379.69508046497,1460.62657720698,1,FALSE
1,14,"stage_transition",81,9,1551.32983896143,1385.44242645566,1,2,"transition_kernel",1551.32983896143,1385.44242645566,1,FALSE
1,14,"stage_transition",83,9,1671.96759243277,2096.3579848811,1,2,"transition_kernel",1671.96759243277,2096.3579848811,1,FALSE
1,14,"stage_transition",85,16,1529.95506706946,1466.85045789081,1,2,"transition_kernel",1529.95506706946,1466.85045789081,1,FALSE
1,14,"stage_transition",86,18,1026.60873746675,560.122258780975,1,2,"transition_kernel",1026.60873746675,560.122258780975,1,FALSE
1,14,"stage_transition",87,19,1467.44032320363,1979.78901570165,1,2,"transition_kernel",1467.44032320363,1979.78901570165,1,FALSE
1,14,"stage_transition",88,22,1321.75923871798,892.192064548042,1,2,"transition_kernel",1321.75923871798,892.192064548042,1,FALSE
1,14,"stage_transition",89,22,915.82097044503,883.019559170968,1,2,"transition_kernel",915.82097044503,883.019559170968,1,FALSE
1,14,"stage_transition",90,22,1676.76427550897,206.903425640166,1,2,"transition_kernel",1676.76427550897,206.903425640166,1,FALSE
1,14,"stage_transition",91,23,1580.07732092228,1404.62700473401,1,2,"transition_kernel",1580.07732092228,1404.62700473401,1,FALSE
1,14,"stage_transition",94,24,943.931055860218,1430.05049240696,1,2,"transition_kernel",943.931055860218,1430.05049240696,1,FALSE
1,14,"stage_transition",97,31,1044.68316135355,1509.70608657041,1,2,"transition_kernel",1044.68316135355,1509.70608657041,1,FALSE
1,14,"stage_transition",102,34,956.536883502261,1810.49115863333,1,2,"transition_kernel",956.536883502261,1810.49115863333,1,FALSE
1,14,"stage_transition",105,35,2548.2536986418,399.079351229985,1,2,"transition_kernel",2548.2536986418,399.079351229985,1,FALSE
1,14,"stage_transition",106,35,915.509759240275,595.34713314864,1,2,"transition_kernel",915.509759240275,595.34713314864,1,FALSE
1,14,"stage_transition",108,39,1147.2418055848,1786.0938399335,1,2,"transition_kernel",1147.2418055848,1786.0938399335,1,FALSE
1,14,"stage_transition",109,39,1646.22363769004,1767.43198509953,1,2,"transition_kernel",1646.22363769004,1767.43198509953,1,FALSE
1,14,"stage_transition",110,40,1249.64771368315,2029.07532836914,1,2,"transition_kernel",1249.64771368315,2029.07532836914,1,FALSE
1,14,"stage_transition",112,42,1187.37310880514,2603.81248312204,1,2,"transition_kernel",1187.37310880514,2603.81248312204,1,FALSE
1,14,"stage_transition",115,43,940.365013496164,1255.7597438093,1,2,"transition_kernel",940.365013496164,1255.7597438093,1,FALSE
1,14,"stage_transition",116,45,973.64339615728,1204.47954532719,1,2,"transition_kernel",973.64339615728,1204.47954532719,1,FALSE
1,14,"stage_transition",118,49,632.493686615881,2133.03852812319,1,2,"transition_kernel",632.493686615881,2133.03852812319,1,FALSE
1,14,"stage_transition",119,54,2322.81203781421,888.477104607924,1,2,"transition_kernel",2322.81203781421,888.477104607924,1,FALSE
1,14,"stage_transition",121,55,1785.01265066017,1185.95331042504,1,2,"transition_kernel",1785.01265066017,1185.95331042504,1,FALSE
1,14,"establishment",123,4,1336.73176144343,1750.24842577759,2,1,"SDD",1336.73176144343,1750.24842577759,1,FALSE
1,14,"establishment",124,14,1296.84760729195,1429.41641252756,2,1,"SDD",1296.84760729195,1429.41641252756,1,FALSE
1,14,"establishment",125,17,1644.80313977775,1503.48143277583,2,1,"SDD",1644.80313977775,1503.48143277583,1,FALSE
1,14,"establishment",126,19,1329.81693425817,1272.62383035963,2,1,"SDD",1329.81693425817,1272.62383035963,1,FALSE
1,14,"establishment",127,19,1519.5680035069,1472.01570629291,2,1,"SDD",1519.5680035069,1472.01570629291,1,FALSE
1,14,"establishment",128,19,1367.39491882914,1553.28912542242,2,1,"SDD",1367.39491882914,1553.28912542242,1,FALSE
1,14,"establishment",129,20,991.400431398025,1964.59233252954,2,1,"SDD",991.400431398025,1964.59233252954,1,FALSE
1,14,"establishment",130,22,306.050957706108,327.837065269502,2,1,"SDD",306.050957706108,327.837065269502,1,FALSE
1,14,"establishment",131,22,766.36348326026,537.531839539197,2,1,"SDD",766.36348326026,537.531839539197,1,FALSE
1,14,"establishment",132,23,1516.82609840401,1229.96084151264,2,1,"SDD",1516.82609840401,1229.96084151264,1,FALSE
1,14,"establishment",133,27,1613.63873055785,1915.75397977479,2,1,"SDD",1613.63873055785,1915.75397977479,1,FALSE
1,14,"establishment",134,31,1103.33109328618,1611.85865511152,2,1,"SDD",1103.33109328618,1611.85865511152,1,FALSE
1,14,"establishment",135,31,1246.03097309622,1482.18411440068,2,1,"SDD",1246.03097309622,1482.18411440068,1,FALSE
1,14,"establishment",136,31,1383.09662540341,1622.44041738842,2,1,"SDD",1383.09662540341,1622.44041738842,1,FALSE
1,14,"establishment",137,33,1260.30828573472,1495.92003312541,2,1,"SDD",1260.30828573472,1495.92003312541,1,FALSE
1,14,"establishment",138,34,1300.0226100044,1924.57105026406,2,1,"SDD",1300.0226100044,1924.57105026406,1,FALSE
1,14,"establishment",139,34,712.767016799308,1545.51127728015,2,1,"SDD",712.767016799308,1545.51127728015,1,FALSE
1,14,"establishment",140,34,927.594022782413,1781.57785782879,2,1,"SDD",927.594022782413,1781.57785782879,1,FALSE
1,14,"establishment",141,39,1035.91548099268,1654.44412504145,2,1,"SDD",1035.91548099268,1654.44412504145,1,FALSE
1,14,"establishment",142,39,1408.34340566367,1669.34357033788,2,1,"SDD",1408.34340566367,1669.34357033788,1,FALSE
1,14,"establishment",143,40,1273.58560963166,1937.28322480148,2,1,"SDD",1273.58560963166,1937.28322480148,1,FALSE
1,14,"establishment",144,45,1088.69051491426,1216.20652002148,2,1,"SDD",1088.69051491426,1216.20652002148,1,FALSE
1,14,"establishment",145,47,1746.70912355373,949.343923907802,2,1,"SDD",1746.70912355373,949.343923907802,1,FALSE
1,14,"establishment",146,48,1246.05100176862,1122.13781021746,2,1,"SDD",1246.05100176862,1122.13781021746,1,FALSE
1,14,"establishment",147,55,1670.30206134501,1105.15461471683,2,1,"SDD",1670.30206134501,1105.15461471683,1,FALSE
1,14,"establishment",148,56,1590.69345737443,1877.27803567197,2,1,"SDD",1590.69345737443,1877.27803567197,1,FALSE
1,14,"establishment",149,57,1613.06943266443,1714.83734547507,2,1,"SDD",1613.06943266443,1714.83734547507,1,FALSE
1,14,"establishment",150,57,1619.39885890394,1350.51629462087,2,1,"SDD",1619.39885890394,1350.51629462087,1,FALSE
1,14,"establishment",151,60,1639.10734711756,649.997773815774,2,1,"SDD",1639.10734711756,649.997773815774,1,FALSE
1,14,"establishment",152,64,1016.0747253431,1667.67062983654,2,1,"SDD",1016.0747253431,1667.67062983654,1,FALSE
1,14,"establishment",153,66,1579.76270059212,1416.87229687732,2,1,"SDD",1579.76270059212,1416.87229687732,1,FALSE
1,14,"establishment",154,66,1447.63079970825,1580.32417343759,2,1,"SDD",1447.63079970825,1580.32417343759,1,FALSE
1,14,"establishment",155,66,1043.93506991577,1566.14501447844,2,1,"SDD",1043.93506991577,1566.14501447844,1,FALSE
1,14,"establishment",156,68,1148.14915212341,658.462212429962,2,1,"SDD",1148.14915212341,658.462212429962,1,FALSE
1,14,"establishment",157,73,447.283176602599,2488.86040115648,2,1,"SDD",447.283176602599,2488.86040115648,1,FALSE
1,14,"establishment",158,76,1098.01935303994,2142.16680603442,2,1,"SDD",1098.01935303994,2142.16680603442,1,FALSE
1,14,"establishment",159,76,1054.71818212393,1901.81887516849,2,1,"SDD",1054.71818212393,1901.81887516849,1,FALSE
1,15,"death",55,23,1691.20767696955,1158.69168230931,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",60,9,1493.67872095176,1328.32018103783,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",67,20,1437.89732601754,1964.41409818142,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",108,39,1147.2418055848,1786.0938399335,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",110,40,1249.64771368315,2029.07532836914,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",113,42,1112.87650501927,1943.27051274184,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",123,4,1336.73176144343,1750.24842577759,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",125,17,1644.80313977775,1503.48143277583,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",135,31,1246.03097309622,1482.18411440068,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,15,"death",139,34,712.767016799308,1545.51127728015,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
