"perm","timestep","event","point_id","parent_id","x","y","stage_from","stage_to","detail","provisional_x","provisional_y","habitat","habitat_nudged"
1,10,"stage_transition",21,7,1594.4375393662,1775.3995184088,1,2,"transition_kernel",1594.4375393662,1775.3995184088,1,FALSE
1,10,"stage_transition",23,9,1506.55706017366,1234.37453867278,1,2,"transition_kernel",1506.55706017366,1234.37453867278,1,FALSE
1,10,"establishment",26,5,1475.43841625123,1457.48314111271,2,1,"SDD",1475.43841625123,1457.48314111271,1,FALSE
1,10,"establishment",27,9,1553.63520016337,1830.16468985257,2,1,"SDD",1553.63520016337,1830.16468985257,1,FALSE
1,10,"establishment",28,11,1348.73946900304,1461.31322360451,2,1,"SDD",1348.73946900304,1461.31322360451,1,FALSE
1,10,"establishment",29,11,1721.35198485995,1613.33659697605,2,1,"SDD",1721.35198485995,1613.33659697605,1,FALSE
1,10,"establishment",30,14,1236.64312748154,1657.54221264819,2,1,"SDD",1236.64312748154,1657.54221264819,1,FALSE
1,10,"establishment",31,15,1142.44896294395,1705.92926669867,2,1,"SDD",1142.44896294395,1705.92926669867,1,FALSE
1,10,"establishment",32,15,725.379335178001,1905.54888735496,2,1,"SDD",725.379335178001,1905.54888735496,1,FALSE
1,10,"establishment",33,15,1295.33237776329,1508.39545619039,2,1,"SDD",1295.33237776329,1508.39545619039,1,FALSE
1,10,"establishment",34,15,961.38039366982,1757.01440947146,2,1,"SDD",961.38039366982,1757.01440947146,1,FALSE
1,11,"death",11,4,1512.70635318818,1583.36865557161,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,11,"death",15,7,1155.65082252031,1692.59972239259,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,11,"death",21,7,1594.4375393662,1775.3995184088,2,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,11,"death",26,5,1475.43841625123,1457.48314111271,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,11,"death",30,14,1236.64312748154,1657.54221264819,1,NA,"transition_matrix_mortality",NA,NA,NA,NA
1,11,"stage_transition",20,7,1335.95661400001,1901.85688895907,1,2,"transition_kernel",1335.95661400001,1901.85688895907,1,FALSE
1,11,"stage_transition",22,9,769.761206551756,776.365576737845,1,2,"transition_kernel",769.761206551756,776.365576737845,1,FALSE
1,11,"stage_transition",24,9,1852.2622422083,1199.0706984636,1,2,"transition_kernel",1852.2622422083,1199.0706984636,1,FALSE
1,11,"stage_transition",25,11,1547.21873124554,1788.01580955159,1,2,"transition_kernel",1547.21873124554,1788.01580955159,1,FALSE
1,11,"stage_transition",27,9,1562.29359134906,1812.09677157641,1,2,"transition_kernel",1562.29359134906,1812.09677157641,1,FALSE
1,11,"stage_transition",28,11,1345.75067272737,1461.59030285179,1,2,"transition_kernel",1345.75067272737,1461.59030285179,1,FALSE
1,11,"stage_transition",29,11,1717.86553589625,1613.73738089727,1,2,"transition_kernel",1717.86553589625,1613.73738089727,1,FALSE
1,11,"stage_transition",31,15,1175.60763360288,1633.56068106508,1,2,"transition_kernel",1175.60763360288,1633.56068106508,1,FALSE
1,11,"stage_transition",32,15,838.081226707965,1909.13830550844,1,2,"transition_kernel",838.081226707965,1909.13830550844,1,FALSE
