Id,x,y,ha,humans,growers,N0,EI,EI_2050,EI_2090,gens,gens_2050,gens_2090,hosts,hosts_veg100,hosts_all100
16966,828.2,1050.9,2444.3,946.7,0,0,10.3,13.4,20.7,6.95,7.92,10.09,156978,147692,244426.6371
16967,832.4,1050.9,2444.4,550.8,0,0,13.5,16.2,34.8,7.25,8.14,10.32,119275,119275,244437.0559
16968,836.6,1050.9,2444.5,1109.2,2,0,16.2,21.5,42.3,7.38,8.28,10.46,81647,81647,244449.4778
16969,840.8,1050.9,2444.6,442.2,0,0,17.2,23.3,43.7,7.41,8.3,10.48,32711,32711,244461.9851
16970,845.0,1050.9,2444.7,280.5,0,0,19.3,29.9,47.0,7.46,8.42,10.64,43143,43143,244474.9013
16971,849.2,1050.9,2444.9,294.6,0,0,21.6,32.7,48.3,7.53,8.5,10.71,34146,34146,244486.6537
16992,937.5,1050.9,2445.0,131.3,0,0,24.3,32.7,44.8,7,7.82,9.57,6419,6419,244499.7953
16993,941.7,1050.9,2445.1,22.2,0,0,10.4,16.0,31.2,5.84,6.57,8.25,7954,7954,244512.3309
16994,945.9,1050.9,2445.3,1.7,0,0,13.6,16.8,28.2,6.73,7.4,9.14,157,157,244525.773
16995,950.1,1050.9,2445.4,0.0,0,0,0.0,0.0,4.9,3.87,4.37,5.82,0,0,244539.8843
16996,954.3,1050.9,2445.5,0.0,0,0,0.0,0.6,5.9,4.47,4.94,6.41,0,0,244553.8402
16997,958.5,1050.9,2445.7,0.0,0,0,0.0,0.5,4.1,4.54,5.11,6.55,0,0,244568.7777
16998,962.8,1050.9,2445.8,0.0,0,0,0.1,0.3,1.3,6.03,6.76,8.26,0,0,244583.218
16999,967.0,1050.9,2446.0,0.0,0,0,0.0,0.0,0.0,4.26,5.02,6.39,0,0,244597.7877
17000,971.2,1050.9,2446.1,0.0,0,0,0.0,0.0,0.0,5.14,6.11,7.58,0,0,244612.7584
17001,975.4,1050.9,2446.3,0.0,0,0,0.0,0.0,0.0,5.3,6.43,7.97,362,362,244626.614
17002,979.6,1050.9,2446.4,0.2,0,0,0.0,0.0,0.6,5.02,6.17,7.72,664,664,244642.8279
17003,983.8,1050.9,2446.6,0.2,0,0,0.0,0.1,1.4,4.71,5.77,7.33,143,143,244659.36
17004,988.0,1050.9,3182.0,5.5,0,0,0.0,0.0,0.8,6.14,7.22,8.91,290,290,318195.1243
17005,992.2,1050.9,3004.7,13.1,0,0,3.0,3.4,6.7,7.25,8.27,10.02,297,297,300471.1518
17006,996.4,1050.9,1793.6,37.8,0,0,8.7,9.9,14.9,7.73,8.65,10.43,8461,8461,179358.5922
17007,1000.6,1050.9,1625.4,45.9,0,0,11.9,13.2,27.2,8.2,9.03,10.82,19044,19044,162542.3729
17008,1004.8,1050.9,2988.7,36.2,0,0,12.8,14.4,33.2,7.55,8.37,10.13,10093,10093,298874.3731
17178,697.9,1045.3,2451.5,22.3,0,0,11.0,14.7,29.5,6.3,7.23,9.29,995,995,245153.0391
17179,702.1,1045.3,2451.8,115.0,0,0,8.4,12.5,24.2,6,6.91,8.93,1758,1758,245175.1161
17180,706.3,1045.3,2452.0,211.6,0,0,15.8,21.6,39.3,6.54,7.48,9.53,2776,2776,245197.6561
17181,710.5,1045.3,2452.2,68.8,0,0,13.7,17.2,34.2,6.7,7.65,9.71,2356,2356,245220.2638
17182,714.7,1045.3,2452.4,17.8,0,0,3.9,8.4,16.1,5.24,6.14,8.08,1763,1763,245244.0552
17183,718.9,1045.3,2452.7,141.7,0,0,11.3,14.2,22.2,6.69,7.66,9.7,2380,2380,245267.3052
17184,723.1,1045.3,2452.9,69.7,0,0,9.5,13.1,20.4,6.36,7.31,9.32,1907,1907,245290.8134
17185,727.3,1045.3,2453.1,304.3,0,0,11.4,14.1,25.0,6.73,7.69,9.71,2568,2568,245314.5433
17186,731.5,1045.3,2453.4,424.6,0,0,15.5,19.8,38.9,6.99,7.93,9.95,6876,6876,245339.085
17187,735.7,1045.3,2453.6,464.8,0,0,22.3,29.7,44.3,6.85,7.75,9.74,7743,7743,245363.3901
17188,739.9,1045.3,2453.9,264.9,0,0,25.4,33.9,46.6,6.73,7.6,9.57,5869,5869,245388.0236
17189,744.1,1045.3,2454.1,731.5,0,0,27.7,36.0,48.3,6.79,7.65,9.64,16966,15834,245412.8415
17190,748.3,1045.3,2454.4,1019.6,0,0,28.6,37.0,49.0,6.83,7.67,9.68,42696,6331,245437.3049
17191,752.5,1045.3,2454.6,1337.8,0,0,25.6,35.8,48.6,6.62,7.47,9.48,57666,10089,245462.3207
17192,756.8,1045.3,2444.5,10795.2,0,0,26.3,37.0,49.5,6.67,7.56,9.59,48406,6858,244454.3749
17193,761.0,1045.3,2425.5,571.1,0,0,24.6,36.1,49.2,6.61,7.53,9.58,9510,3515,242553.6437
17194,765.2,1045.3,2441.1,163.3,0,0,23.3,35.2,48.9,6.44,7.36,9.41,2476,2476,244109.2521
17195,769.4,1045.3,2825.3,93.3,0,0,12.3,24.9,45.4,5.7,6.6,8.6,2223,2223,282525.6788
17196,773.6,1045.3,2441.3,143.0,0,0,18.3,31.3,47.4,6.3,7.24,9.3,2380,2380,244126.3445
17197,777.8,1045.3,2441.4,239.7,0,0,21.5,33.7,48.1,6.62,7.56,9.64,100805,30564,244135.2584
17198,782.0,1045.3,2441.4,301.3,0,0,17.5,28.9,46.0,6.63,7.55,9.64,75561,19965,244144.2163
17199,786.2,1045.3,2441.5,326.0,0,0,13.5,22.3,43.5,6.6,7.5,9.6,31829,9295,244153.5428
17200,790.4,1045.3,2441.6,194.7,0,0,10.1,14.6,33.4,6.59,7.5,9.6,5166,5166,244163.4083
17201,794.6,1045.3,2441.7,16.2,0,0,0.0,3.0,10.4,5.06,5.9,7.87,539,539,244173.3011
17202,798.8,1045.3,2441.8,6.5,0,0,0.0,2.4,8.7,5.06,5.89,7.87,916,916,244183.8365
17203,803.0,1045.3,2441.9,0.2,0,0,1.3,4.3,10.6,5.47,6.34,8.36,280,280,244194.3787
17204,807.2,1045.3,2442.1,186.4,0,0,1.1,3.7,9.4,5.36,6.21,8.16,738,738,244205.364
17205,811.4,1045.3,2442.2,270.1,0,0,0.7,3.0,8.4,5.29,6.15,8.1,3981,3981,244216.2838
17206,815.6,1045.3,2442.3,201.1,0,0,0.6,2.6,7.6,5.25,6.11,8.05,1154,1154,244228.9728
17207,819.8,1045.3,2442.4,69.7,0,0,0.3,1.9,6.4,5.14,5.99,7.93,533,533,244240.1616
17208,824.0,1045.3,2442.5,291.0,0,0,2.5,4.9,9.4,5.93,6.86,8.95,14253,14253,244251.6018
17209,828.2,1045.3,2442.6,142.4,0,0,4.7,7.9,12.3,6.22,7.15,9.26,53915,53915,244263.2455
17210,832.4,1045.3,2442.7,131.0,0,0,8.9,11.5,14.9,6.93,7.81,9.97,26026,26026,244273.7483
17211,836.6,1045.3,2442.9,243.5,0,0,11.3,13.7,21.0,7.05,7.94,10.09,33596,33596,244286.1523
17212,840.8,1045.3,2443.0,155.0,0,0,13.2,16.3,35.7,7.03,7.91,10.06,17694,17694,244298.5962
17213,845.0,1045.3,2443.1,156.1,0,0,13.4,18.6,41.0,7.2,8.15,10.34,22908,22908,244311.4983
17214,849.2,1045.3,2443.2,80.2,0,0,13.8,20.3,42.5,7.18,8.13,10.31,14860,14860,244323.202
17215,853.4,1045.3,2443.4,126.9,0,0,13.4,21.6,43.7,6.99,8.08,10.26,32384,32384,244336.3184
17216,857.6,1045.3,2443.5,940.6,0,0,16.4,26.1,46.3,7.27,8.37,10.56,4570,4570,244348.7184
17235,937.5,1045.3,2443.6,19.6,0,0,12.4,16.2,26.2,6.47,7.3,9.03,1096,1096,244362.1364
17236,941.7,1045.3,2443.8,0.0,0,0,2.5,6.5,12.3,5.2,5.94,7.58,887,887,244376.1855
17237,945.9,1045.3,2443.9,1.9,0,0,0.0,1.9,7.4,4.69,5.33,6.96,0,0,244390.1264
17238,950.1,1045.3,2444.1,0.0,0,0,0.3,1.2,3.8,5.18,5.81,7.43,0,0,244405.0483
17239,954.3,1045.3,2444.2,0.0,0,0,0.0,0.0,0.1,4.95,5.53,7.09,0,0,244419.4893
17240,958.5,1045.3,2444.3,0.0,0,0,0.0,0.0,0.0,4.05,4.67,6.12,0,0,244434.0584
17241,962.8,1045.3,2444.5,0.0,0,0,0.0,0.0,0.0,2.93,3.54,4.82,0,0,244449.0496
17242,967.0,1045.3,2444.6,0.0,0,0,0.0,0.0,0.0,4.54,5.37,6.82,0,0,244463.1259
17243,971.2,1045.3,2444.8,0.0,0,0,0.0,0.0,0.5,5.38,6.39,7.93,162,162,244479.3203
17244,975.4,1045.3,2445.0,5.8,0,0,0.1,0.3,1.8,5.53,6.68,8.27,1710,1710,244495.7965
17245,979.6,1045.3,2445.1,8.4,0,0,0.4,0.7,2.5,6.01,7.22,8.86,1035,1035,244512.4879
17246,983.8,1045.3,2445.3,7.5,0,0,0.6,0.7,2.6,6.63,7.8,9.5,702,702,244531.2146
17247,988.0,1045.3,2445.5,13.2,0,0,3.2,3.8,7.0,7.46,8.58,10.35,1235,1235,244547.611
17248,992.2,1045.3,2696.2,62.2,0,0,7.4,8.7,12.7,7.83,8.86,10.64,1262,1262,269622.3376
17249,996.4,1045.3,2395.4,761.0,0,0,11.6,13.0,27.0,8,8.93,10.72,12812,12812,239541.4482
17250,1000.6,1045.3,3213.2,65.7,0,0,12.2,13.7,30.5,7.55,8.36,10.12,1610,1610,321318.8327
17422,702.1,1039.8,2449.7,33.9,0,0,14.0,16.7,30.6,7.11,8.08,10.18,26811,5346,244965.868
17423,706.3,1039.8,2449.9,78.1,0,0,17.1,22.5,39.0,6.91,7.87,9.95,1609,1609,244988.3055
17424,710.5,1039.8,2450.1,25.9,0,0,9.2,13.7,27.1,6.17,7.11,9.14,2009,2009,245010.3309
17425,714.7,1039.8,2450.3,1.3,0,0,4.2,6.9,10.8,5.96,6.91,8.91,482,482,245032.7903
17426,718.9,1039.8,2450.6,0.5,0,0,5.2,6.9,9.3,6.61,7.58,9.61,235,235,245055.3222
17427,723.1,1039.8,2450.8,103.8,0,0,5.8,8.1,11.0,6.4,7.36,9.37,1319,1319,245079.1264
17428,727.3,1039.8,2451.0,369.4,0,0,10.2,12.3,16.2,6.87,7.85,9.88,2304,2304,245102.3393
17429,731.5,1039.8,2451.3,470.3,0,0,13.9,17.4,36.1,6.98,7.92,9.95,16051,4752,245125.7756
17430,735.7,1039.8,2451.5,360.5,0,0,19.3,26.4,42.4,6.85,7.76,9.76,2794,2794,245149.4514
17431,739.9,1039.8,2451.7,403.4,0,0,26.3,34.3,46.6,6.81,7.69,9.68,2899,2899,245173.753
17432,744.1,1039.8,2452.0,1156.9,0,0,26.7,36.3,48.3,6.69,7.54,9.53,2705,2705,245198.0053
17433,748.3,1039.8,2452.2,201.1,0,0,26.3,36.1,48.4,6.67,7.5,9.49,30181,13620,245222.594
17434,752.5,1039.8,2452.5,402.7,0,0,25.6,36.0,48.6,6.65,7.49,9.49,32999,20436,245247.403
17435,756.8,1039.8,2452.7,8138.8,0,0,25.7,36.5,49.1,6.69,7.57,9.58,44513,13499,245271.771
17436,761.0,1039.8,2760.6,585.0,0,0,24.8,36.5,49.4,6.59,7.5,9.52,120575,13799,276057.8183
17437,765.2,1039.8,4277.0,345.1,0,0,22.7,34.9,48.5,6.49,7.41,9.44,19266,19266,427697.8995
17438,769.4,1039.8,2648.5,153.2,0,0,16.6,28.9,46.5,6.13,7.05,9.05,2210,2210,264847.1183
17439,773.6,1039.8,2439.6,123.6,0,0,20.4,32.9,47.7,6.47,7.42,9.47,3617,3617,243963.1566
17440,777.8,1039.8,2439.7,123.3,0,0,17.4,30.3,46.6,6.42,7.34,9.39,2333,2333,243972.1507
17441,782.0,1039.8,2439.8,170.8,0,0,16.8,28.3,45.7,6.53,7.44,9.49,17030,17030,243981.2864
17442,786.2,1039.8,2439.9,214.0,0,0,11.0,18.8,41.6,6.43,7.32,9.37,17264,8549,243990.722
17443,790.4,1039.8,2440.0,120.2,0,0,8.5,13.3,32.3,6.39,7.28,9.35,2718,2718,244000.5529
17444,794.6,1039.8,2440.1,5.0,0,0,0.0,2.4,11.8,4.75,5.57,7.5,466,466,244010.5329
17445,798.8,1039.8,2440.2,0.0,0,0,0.0,1.5,8.6,4.88,5.73,7.7,0,0,244020.9906
17446,803.0,1039.8,2440.3,0.1,0,0,0.0,1.0,7.2,4.81,5.68,7.65,352,352,244031.5592
17447,807.2,1039.8,2440.4,1.7,0,0,0.0,1.0,7.3,4.9,5.79,7.85,665,665,244042.5992
17448,811.4,1039.8,2440.5,12.1,0,0,0.0,0.4,6.1,4.67,5.54,7.57,1088,1088,244053.541
17449,815.6,1039.8,2440.7,66.5,0,0,0.0,1.6,6.7,5.16,6.07,8.15,1545,1545,244066.3288
17450,819.8,1039.8,2440.8,66.5,0,0,0.5,2.0,6.1,5.56,6.46,8.52,1185,1185,244077.5008
17451,824.0,1039.8,2440.9,80.3,0,0,1.1,3.2,7.4,5.74,6.65,8.73,1418,1418,244088.8158
17452,828.2,1039.8,2441.0,9.2,0,0,3.4,5.6,8.9,6.34,7.28,9.4,1367,1367,244100.4579
17453,832.4,1039.8,2441.1,13.5,0,0,5.4,7.8,11.5,6.39,7.25,9.36,988,988,244110.9996
17454,836.6,1039.8,2441.2,143.5,0,0,8.1,11.4,17.0,6.41,7.26,9.37,5123,5123,244123.2023
17455,840.8,1039.8,2441.4,61.4,0,0,8.0,10.9,14.6,6.58,7.44,9.55,5126,5126,244135.4002
17456,845.0,1039.8,2441.5,17.6,0,0,7.1,10.3,14.1,6.63,7.56,9.7,3239,3239,244148.0971
17457,849.2,1039.8,2441.6,2.1,0,0,7.2,10.3,13.6,6.7,7.63,9.78,4546,4546,244159.7528
17458,853.4,1039.8,2441.7,20.7,0,0,8.3,11.6,14.8,6.91,7.99,10.16,1634,1634,244172.9151
17459,857.6,1039.8,2441.9,65.8,0,0,6.7,10.2,13.2,6.64,7.7,9.85,2010,2010,244185.3759
17460,861.9,1039.8,2442.0,166.2,0,0,8.6,12.4,17.6,6.78,7.85,10,1880,1880,244198.9709
17461,866.1,1039.8,2442.1,186.6,0,0,14.6,17.5,41.0,7.45,8.43,10.39,10909,10909,244213.0531
17462,870.3,1039.8,2442.3,252.7,0,0,18.9,30.5,47.9,7.4,8.38,10.35,9299,9299,244227.1211
17463,874.5,1039.8,2442.4,312.4,0,0,28.4,40.0,51.5,7.38,8.37,10.33,3667,3667,244241.9716
17464,878.7,1039.8,2442.6,1870.5,0,0,31.9,41.9,52.5,7.4,8.32,10.28,42732,42732,244256.5845
17477,933.3,1039.8,2442.7,0.7,0,0,9.0,12.7,16.5,6.57,7.35,9.24,2088,2088,244271.3586
17478,937.5,1039.8,2442.9,0.0,0,0,3.5,6.5,11.4,5.82,6.55,8.4,358,358,244286.4352
17479,941.7,1039.8,2443.0,0.0,0,0,1.4,3.2,6.6,5.7,6.42,8.25,0,0,244300.543
17480,945.9,1039.8,2443.2,0.0,0,0,0.6,1.3,1.8,6.84,7.63,9.45,0,0,244316.3362
17481,950.1,1039.8,2443.3,0.0,0,0,0.0,0.0,0.0,3.94,4.57,6.12,0,0,244332.3488
17482,954.3,1039.8,2443.5,0.0,0,0,0.0,0.0,0.0,5.73,6.45,8.12,0,0,244348.5899
17483,958.5,1039.8,2443.7,0.6,0,0,0.0,0.0,0.2,5.47,6.25,7.87,0,0,244367.039
17484,962.8,1039.8,2443.8,1.3,0,0,0.0,0.0,0.7,4.49,5.3,6.82,0,0,244383.6261
17485,967.0,1039.8,2444.0,0.0,0,0,0.0,0.0,0.0,2.67,3.35,4.65,0,0,244401.1007
17486,971.2,1039.8,2444.2,0.0,0,0,0.0,0.0,0.0,2.91,3.72,5.08,5,5,244418.1352
17487,975.4,1039.8,3066.7,0.0,0,0,0.0,0.0,0.0,2.21,2.96,4.21,283,283,306670.168
17488,979.6,1039.8,2940.6,0.3,0,0,0.0,0.0,2.2,3.75,4.77,6.26,710,710,294062.6672
17489,983.8,1039.8,2575.2,3.0,0,0,2.7,4.2,7.4,6.37,7.51,9.21,626,626,257520.9736
17490,988.0,1039.8,1926.6,52.7,0,0,9.8,11.4,19.4,7.58,8.7,10.47,77656,17443,192658.6207
17491,992.2,1039.8,2005.5,136.3,0,0,11.1,12.7,26.3,7.32,8.32,10.08,1379,1379,200549.8079
17492,996.4,1039.8,3773.6,17.0,0,0,8.3,11.4,20.8,6.26,7.13,8.83,486,486,377364.773
17493,1000.6,1039.8,2447.8,51.7,0,0,12.7,14.6,33.9,7.82,8.67,10.45,476,476,244778.4729
17667,710.5,1034.2,2448.0,29.3,0,0,10.9,14.6,25.7,6.51,7.47,9.51,2080,2080,244799.9111
17668,714.7,1034.2,2448.2,3.3,0,0,3.0,5.5,9.4,5.71,6.65,8.63,733,733,244822.1848
17669,718.9,1034.2,2448.4,0.5,0,0,0.4,1.4,3.9,5.25,6.16,8.09,329,329,244844.2398
17670,723.1,1034.2,2448.7,6.4,0,0,0.0,0.5,3.5,4.65,5.52,7.37,125,125,244866.6255
17671,727.3,1034.2,2448.9,86.8,0,0,0.6,2.3,6.8,5.11,6.01,7.89,614,614,244889.1431
17672,731.5,1034.2,2449.1,409.8,0,0,11.4,14.1,26.9,6.85,7.81,9.83,4519,4519,244913.2173
17673,735.7,1034.2,2449.4,1336.6,0,0,16.1,22.6,39.8,6.83,7.75,9.77,3584,3584,244936.5019
17674,739.9,1034.2,2449.6,352.7,0,0,23.0,32.0,44.9,6.74,7.62,9.62,4552,4552,244960.0749
17675,744.1,1034.2,2449.8,1671.9,0,0,26.7,36.6,48.3,6.69,7.55,9.54,4355,4355,244983.8568
17676,748.3,1034.2,2450.1,306.8,0,0,26.7,36.9,48.8,6.67,7.5,9.49,7626,7626,245008.028
17677,752.5,1034.2,2450.3,146.5,0,0,25.8,36.4,48.8,6.63,7.46,9.45,2422,2422,245032.1058
17678,756.8,1034.2,2450.6,285.4,0,0,25.2,36.5,49.0,6.59,7.46,9.45,2379,2379,245056.5222
17679,761.0,1034.2,2450.8,192.3,0,0,15.8,27.6,45.9,6.09,6.96,8.92,2158,2158,245081.1588
17680,765.2,1034.2,2451.1,200.6,0,0,17.6,30.2,46.4,6.35,7.25,9.24,8735,8735,245105.357
17681,769.4,1034.2,2624.4,223.2,0,0,16.4,28.8,46.0,6.27,7.19,9.18,5410,5410,262443.1429
17682,773.6,1034.2,3233.2,181.5,0,0,15.1,27.3,45.4,6.22,7.15,9.14,2492,2492,323324.6261
17683,777.8,1034.2,2438.1,130.1,0,0,13.5,24.7,44.6,6.11,7.01,9,2429,2429,243808.7022
17684,782.0,1034.2,2438.2,969.8,0,0,13.9,24.8,44.5,6.3,7.18,9.18,2424,2424,243817.8442
17685,786.2,1034.2,2438.3,212.4,0,0,9.7,15.7,39.4,6.36,7.23,9.25,3045,2686,243827.2564
17686,790.4,1034.2,2438.4,86.8,0,0,6.7,11.0,28.5,6.05,6.92,8.94,3468,3468,243836.9977
17687,794.6,1034.2,2438.5,26.7,0,0,1.1,5.1,14.7,5.14,5.98,7.94,721,721,243846.9841
17688,798.8,1034.2,2438.6,0.0,0,0,0.0,0.0,7.1,4.35,5.16,7.07,0,0,243857.3053
17689,803.0,1034.2,2438.7,0.0,0,0,0.0,0.0,5.9,4.35,5.19,7.11,3365,3365,243867.8504
17690,807.2,1034.2,2438.8,0.2,0,0,0.0,0.0,5.3,4.38,5.23,7.22,4348,4348,243878.8541
17691,811.4,1034.2,2438.9,0.0,0,0,0.0,0.1,5.4,4.49,5.35,7.35,2932,2932,243889.7716
17692,815.6,1034.2,2439.0,72.0,0,0,0.0,0.5,5.7,4.76,5.63,7.66,807,807,243902.5358
17693,819.8,1034.2,2439.1,127.9,0,0,0.2,1.6,6.2,5.26,6.14,8.17,1325,1325,243913.6633
17694,824.0,1034.2,2439.3,94.8,0,0,0.9,2.4,6.5,5.65,6.55,8.61,1764,1764,243925.0067
17695,828.2,1034.2,2439.4,13.1,0,0,1.6,4.1,8.6,5.71,6.61,8.67,777,777,243936.5832
17696,832.4,1034.2,2439.5,30.8,0,0,5.0,8.1,13.5,6,6.83,8.91,1280,1280,243947.3316
17697,836.6,1034.2,2439.6,41.6,0,0,4.2,6.9,12.1,5.91,6.74,8.8,1513,1513,243959.4766
17698,840.8,1034.2,2439.7,37.2,0,0,4.0,6.3,10.3,6.12,6.95,9.02,1601,1601,243971.676
17699,845.0,1034.2,2439.8,8.9,0,0,3.0,5.5,9.5,6.07,6.97,9.06,1912,1912,243984.3414
17700,849.2,1034.2,2440.0,0.0,0,0,3.1,5.5,9.1,6.15,7.05,9.14,2162,2162,243996.2767
17701,853.4,1034.2,2440.1,15.8,0,0,3.0,5.5,8.5,6.21,7.25,9.36,2767,2767,244009.3926
17702,857.6,1034.2,2440.2,84.3,0,0,0.9,2.9,7.5,5.43,6.42,8.45,2577,2577,244022.0191
17703,861.9,1034.2,2440.4,94.9,0,0,8.3,10.7,13.7,7.1,8.18,10.35,3749,3749,244035.5544
17704,866.1,1034.2,2440.5,393.6,0,0,14.2,16.9,40.6,7.43,8.41,10.37,10749,10749,244049.4527
17705,870.3,1034.2,2440.6,2036.0,1,0,20.2,32.9,48.9,7.38,8.36,10.31,26954,26954,244063.4507
17706,874.5,1034.2,2440.8,426.7,0,0,21.5,34.4,49.3,7.39,8.37,10.33,30327,28322,244077.757
17707,878.7,1034.2,2440.9,520.0,0,0,19.0,29.9,47.8,7.41,8.31,10.27,48601,38780,244092.3436
17708,882.9,1034.2,2441.1,12386.0,0,0,20.7,32.4,48.5,7.37,8.28,10.25,70867,70867,244107.0725
17709,887.1,1034.2,2441.2,5259.3,0,0,19.4,32.9,48.6,6.99,7.89,9.83,996,996,244122.1072
17718,924.9,1034.2,2441.4,164.8,0,0,12.4,17.0,32.3,6.55,7.36,9.07,5881,5881,244136.3024
17719,929.1,1034.2,2441.5,0.0,0,0,6.8,10.4,14.3,6.13,6.92,8.6,178,178,244152.0502
17720,933.3,1034.2,2441.7,0.0,0,0,2.4,5.0,9.4,5.7,6.46,8.3,0,0,244168.0122
17721,937.5,1034.2,2441.8,0.0,0,0,0.3,1.7,5.1,5.18,5.92,7.71,0,0,244184.2095
17722,941.7,1034.2,2442.0,0.0,0,0,0.0,0.0,1.5,3.56,4.2,5.81,0,0,244202.3693
17723,945.9,1034.2,2442.2,0.0,0,0,0.0,0.0,2.0,4.42,5.14,6.8,0,0,244218.9191
17724,950.1,1034.2,2442.4,0.0,0,0,0.0,0.0,0.6,5.69,6.49,8.24,5,5,244236.3207
17725,954.3,1034.2,2442.5,0.0,0,0,0.0,0.0,0.5,4.45,5.19,6.81,0,0,244253.3334
17726,958.5,1034.2,2442.7,0.0,0,0,0.0,0.0,1.1,4.02,4.79,6.34,0,0,244269.7212
17727,962.8,1034.2,2442.9,0.0,0,0,0.0,0.0,0.0,2.74,3.43,4.8,0,0,244287.1403
17728,967.0,1034.2,2443.0,0.0,0,0,0.0,0.0,1.4,3.23,4.05,5.49,51,51,244303.8291
17729,971.2,1034.2,2443.2,0.0,0,0,0.0,0.0,2.9,3.55,4.47,5.96,418,418,244321.7695
17730,975.4,1034.2,2443.4,0.2,0,0,0.0,1.2,6.3,4.21,5.27,6.82,484,484,244339.1648
17731,979.6,1034.2,2777.4,0.6,0,0,3.9,6.6,9.9,6.19,7.39,9.09,1314,1314,277737.4512
17732,983.8,1034.2,2566.0,15.1,0,0,8.9,11.9,22.9,6.46,7.58,9.3,901,901,256604.9275
17733,988.0,1034.2,2938.4,31.0,0,0,9.4,12.1,24.9,6.48,7.53,9.25,776,776,293841.0788
17734,992.2,1034.2,3103.6,14.7,0,0,10.5,12.6,27.7,6.71,7.69,9.42,978,978,310364.2715
17735,996.4,1034.2,2445.9,37.0,0,0,9.5,12.1,24.8,6.45,7.32,9.03,425,425,244592.0862
17908,702.1,1028.7,2446.1,104.6,0,0,18.3,23.2,38.2,7.16,8.13,10.23,1700,1700,244613.4117
17909,706.3,1028.7,2446.3,46.6,0,0,13.2,16.6,29.8,6.92,7.89,9.96,1632,1632,244634.8206
17910,710.5,1028.7,2446.6,22.4,0,0,7.8,11.8,17.8,6.08,7.02,9.03,926,926,244656.7692
17911,714.7,1028.7,2446.8,28.8,0,0,8.2,10.7,13.4,6.68,7.66,9.71,1963,1963,244678.8194
17912,718.9,1028.7,2447.0,28.0,0,0,1.6,3.0,5.4,5.86,6.8,8.78,2021,2021,244701.0979
17913,723.1,1028.7,2447.2,1.2,0,0,0.0,0.4,3.6,4.49,5.36,7.19,244,244,244723.5856
17914,727.3,1028.7,2447.5,42.7,0,0,0.9,2.3,5.3,5.52,6.45,8.38,674,674,244747.8748
17915,731.5,1028.7,2447.7,282.3,0,0,7.0,9.5,12.6,6.58,7.53,9.55,4216,4216,244771.1592
17916,735.7,1028.7,2447.9,348.0,0,0,14.5,20.4,38.2,6.84,7.77,9.8,2490,2490,244794.656
17917,739.9,1028.7,2448.2,446.9,0,0,20.7,29.2,43.2,6.83,7.72,9.74,3285,3285,244818.4112
17918,744.1,1028.7,2448.4,13163.5,0,0,24.8,34.1,46.3,6.76,7.62,9.62,2383,2383,244842.56
17919,748.3,1028.7,2448.7,1519.0,0,0,26.5,36.8,48.6,6.68,7.51,9.49,2424,2424,244866.5768
17920,752.5,1028.7,2448.9,302.2,0,0,26.3,37.1,49.0,6.64,7.47,9.44,3872,3872,244890.9583
17921,756.8,1028.7,2449.2,130.9,0,0,15.7,26.5,45.1,5.92,6.75,8.66,3027,3027,244915.5568
17922,761.0,1028.7,3145.3,75.8,0,0,7.5,17.0,41.6,5.38,6.2,8.06,1660,1660,314529.9485
17923,765.2,1028.7,4067.8,2.3,0,0,0.0,2.3,25.3,4.23,5,6.73,284,284,406776.5748
17924,769.4,1028.7,2909.4,113.0,0,0,9.0,18.5,42.2,5.86,6.76,8.68,2020,2020,290943.3313
17925,773.6,1028.7,2436.4,83.6,0,0,13.9,24.9,44.1,6.3,7.24,9.21,13501,13501,243636.0914
17926,777.8,1028.7,2436.5,73.7,0,0,8.6,17.4,41.3,5.92,6.8,8.74,3214,3214,243645.1427
17927,782.0,1028.7,2436.5,2096.3,0,0,10.1,17.1,40.6,6.24,7.11,9.07,2435,2435,243654.373
17928,786.2,1028.7,2436.6,149.8,0,0,9.0,14.8,39.1,6.2,7.05,9.03,2352,2352,243663.8906
17929,790.4,1028.7,2436.7,34.8,0,0,5.4,9.9,32.0,5.83,6.68,8.66,9597,9597,243673.6635
17930,794.6,1028.7,2436.8,13.7,0,0,3.0,6.9,20.5,5.4,6.24,8.22,224,224,243683.6797
17931,798.8,1028.7,2436.9,8.7,0,0,0.0,1.1,9.2,4.51,5.33,7.25,841,841,243693.9823
17932,803.0,1028.7,2437.0,8.2,0,0,0.0,0.0,6.2,4.27,5.1,7.02,2576,2576,243704.5521
17933,807.2,1028.7,2437.2,58.7,0,0,0.0,0.0,5.3,4.27,5.12,7.08,2269,2269,243715.5092
17934,811.4,1028.7,2437.3,101.6,0,0,0.0,0.0,5.0,4.39,5.24,7.22,1309,1309,243726.4793
17935,815.6,1028.7,2437.4,313.9,0,0,0.0,1.0,7.2,4.85,5.73,7.76,1943,1943,243739.1756
17936,819.8,1028.7,2437.5,1158.7,0,0,0.0,1.7,7.4,5.02,5.88,7.88,2273,2273,243750.2128
17937,824.0,1028.7,2437.6,356.2,0,0,0.9,2.9,8.6,5.34,6.22,8.24,1212,1212,243761.4988
17938,828.2,1028.7,2437.7,552.4,0,0,1.8,4.7,11.7,5.35,6.23,8.25,1465,1465,243772.9986
17939,832.4,1028.7,2437.8,222.0,0,0,3.2,5.6,10.6,5.83,6.66,8.71,1121,1121,243783.8931
