farm_id,size_ha,bef_nos,shp_nos,postal_twn,locality,postal_cod,farm_type,sheep_or_beef,X,Y,Avg_EI,Probability_Estab
MB01939,72.13,14,4,Spring Creek,Blenheim,7244,BEF,1,174.04198381568204,-41.49314244999999,31.5,0.8042857142857144
MB01948,55.15,0,0,Blenheim,Renwick,7271,SHP,1,173.4599976569322,-41.59300595,17,0.4533333333333333
MB01955,85.36,80,200,Blenheim,Blenheim,7271,SNB,1,173.30456210522726,-41.6378614,13,0.3466666666666666
MB01962,9.54,5,22,Blenheim,Blenheim,7272,SHP,1,173.85673387962794,-41.56365475,29,0.7733333333333333
MB01984,422.34,100,300,Wellington,Spring Creek,6140,SNB,1,174.01224720597793,-41.4627741,35,0.8142857142857143
MB01998,8.01,0,15,Blenheim,Blenheim,7273,SHP,1,173.97238207922805,-41.342980499999996,10,0.26666666666666666
MB02011,47,20,0,Blenheim,Renwick,7272,BEF,1,173.83521884958475,-41.541899799999996,33,0.8085714285714286
MB02034,13.72,0,30,Blenheim,Blenheim,7275,SHP,1,173.72317498903328,-41.46184289999999,6,0.16
MB02037,19,0,100,Blenheim,Blenheim,7275,SHP,1,173.73840822506932,-41.48180055,6,0.16
MB02052,5.86,4,10,Blenheim,Blenheim,7272,SNB,1,173.8096625414179,-41.577048649999995,30,0.8
MB02064,9.9,7,22,Blenheim,Blenheim,7273,SNB,1,173.9563158566928,-41.39683355,15,0.4
MB02071,1251.88,165,4100,NA,Ward,NA,SNB,1,174.02515947731774,-41.80839245,29.75,0.7933333333333333
MB02167,195.93,0,1895,Seddon,Seddon,7285,SHP,1,174.04334581917706,-41.726596400000005,32,0.8057142857142857
MB02179,556.63,110,0,Blenheim,Blenheim,7201,BEF,1,174.06438163625802,-41.3591694,19.5,0.52
MB02206,3.87,12,3,Blenheim,Blenheim,7274,BEF,1,174.02763727435183,-41.532412449999995,29,0.7733333333333333
MB02221,73.85,60,0,Blenheim,Seddon,7274,BEF,1,174.04693433442782,-41.64642404999999,32.75,0.8078571428571429
MB02244,571.03,128,1732,Rakaia,Ward,7783,SNB,1,174.13634659691508,-41.871759499999996,44,0.8400000000000001
MB02253,6.86,0,90,Blenheim,Blenheim,7273,SHP,1,174.01959197223334,-41.49854485,31.5,0.8042857142857144
MB02271,10.22,26,0,Blenheim,Blenheim,7273,BEF,1,173.93404282584467,-41.37100674999999,10,0.26666666666666666
MB02276,103.3,0,20,NA,Marlborough Sounds,NA,SHP,1,173.82601825709838,-40.9135709,8,0.21333333333333332
MB02281,134.17,0,10,NA,Picton,NA,SHP,1,174.3330850883612,-41.13971719999999,35,0.8142857142857143
MB02294,180.96,0,1200,Blenheim,Seddon,7273,SHP,1,174.03374048398643,-41.69411844999999,32.5,0.8071428571428572
MB02299,382.7,0,2065,Seddon,Seddon,7285,SHP,1,174.04821176492962,-41.695303949999996,32.25,0.8064285714285715
MB02323,7.99,0,10,Blenheim,Blenheim,7274,SHP,1,174.09126690531062,-41.6352366,34,0.8114285714285715
MB02326,1334.6,100,1000,NA,Blenheim,NA,SNB,1,173.20080487662014,-41.7298383,15.333333333333334,0.40888888888888886
MB02332,260,0,2150,NA,Ward,NA,SHP,1,174.13081683015167,-41.841039450000004,44,0.8400000000000001
MB02340,9.82,0,18,Blenheim,Blenheim,7272,SHP,1,173.8374603413212,-41.57173455,30,0.8
MB02353,13.83,0,30,Blenheim,Renwick,7276,SNB,1,173.76773205060252,-41.5696483,30,0.8
MB02380,24.83,0,50,Blenheim,Waikakaho Valley,7273,SHP,1,173.9083689227475,-41.434222749999996,31,0.8028571428571429
MB02410,675.82,481,1500,Blenheim,Blenheim,7274,SNB,1,173.99137908155421,-41.64533174999998,32.25,0.8064285714285715
MB02412,22.73,17,0,Blenheim,Blenheim,7201,BEF,1,173.94902502386208,-41.4920707,31.333333333333332,0.8038095238095239
MB02439,23.97,8,0,Blenheim,Wairau Valley,7271,SHP,1,173.63403547331052,-41.53079124999999,10,0.26666666666666666
MB02513,105,22,200,Blenheim,Blenheim,7272,SNB,1,173.79879406324622,-41.556146449999986,30,0.8
MB02607,153.71,200,32,Blenheim,Blenheim,7272,SNB,1,173.78958627381232,-41.5714184,30,0.8
MB02615,70.98,0,0,Blenheim,Wairau Valley,7271,SNB,1,173.47960729458993,-41.591456050000005,20,0.5333333333333333
MB02630,2105.73,69,0,Blenheim,Blenheim,7276,SNB,1,173.44692294628373,-41.767539400000004,8.166666666666666,0.21777777777777774
MB02653,21.9,0,200,Blenheim,Blenheim,7273,SHP,1,173.93561228135587,-41.448273500000006,31.5,0.8042857142857144
MB02679,67.01,0,321,Seddon,Seddon,7285,SHP,1,174.14433414796684,-41.7528694,31,0.8028571428571429
MB02750,43.0191,1,1,NA,Blenheim,NA,SNB,1,173.83114140142214,-41.52911695000002,33,0.8085714285714286
MB02767,80.0748,1,0,Blenheim,Blenheim,7273,BEF,1,174.0425791003251,-41.57066935000001,35,0.8142857142857143
MB02770,889.322,1,1,Blenheim,Blenheim,7240,SNB,1,173.7058184371173,-41.842491300000006,19.25,0.5133333333333333
MB02771,199.469,1,1,NA,NA,NA,SNB,1,174.04784910669878,-41.581053600000004,35,0.8142857142857143
MB02775,419.68,1,0,Blenheim,Blenheim,7271,BEF,1,173.50553295528252,-41.751672799999994,12.25,0.32666666666666666
MB02789,1345.1,585,3460,Ward,Seddon,7248,SNB,1,174.245723670159,-41.742196899999996,41,0.8314285714285715
MB02790,124.256,1,0,Blenheim,Ward,7201,BEF,1,174.14399012352328,-41.78161754999999,33,0.8085714285714286
MB02804,23.74,35,0,Blenheim,Blenheim,7274,BEF,1,174.10143326833074,-41.61031115,35.5,0.8157142857142857
MB02883,75.19,37,0,Blenheim,Riverlands,7274,BEF,1,174.00700227924608,-41.54053195,29,0.7733333333333333
MB02928,53.18,162,0,Havelock,Blenheim,7178,BEF,1,174.05725024181743,-41.57516315000001,36,0.8171428571428572
MB02949,44.14,57,0,Blenheim,Blenheim,7276,BEF,1,173.5422039594774,-41.66539035,26,0.6933333333333332
MB02958,8.58,0,0,Seddon,Seddon,7285,BEF,1,174.12680105612367,-41.7368149,29,0.7733333333333333
MB02990,39.22,0,0,Blenheim,Blenheim,7274,SNB,1,173.9308243645989,-41.69904975000001,30.5,0.8014285714285715
MB02992,1126.52,200,0,Havelock,Seddon,7178,SNB,1,173.98248853083535,-41.76485905,30,0.8
MB02996,231.58,0,0,Seddon,Blenheim,7285,SHP,1,173.4903984054676,-41.60109810000001,23.5,0.6266666666666666
MB03003,4.05,12,0,Blenheim,Grovetown,7273,BEF,1,173.9705673357717,-41.48865975,32,0.8057142857142857
MB03006,303.34,40,2722,Blenheim,Blenheim,7272,SHP,1,173.803735731943,-41.543522550000006,31.75,0.805
MB03011,21.27,0,0,Blenheim,Piction,7273,SNB,1,173.96157241376102,-41.33692395,10,0.26666666666666666
MB03013,164.09,72,458,Seddon,Seddon,7285,SNB,1,173.99739631321626,-41.681699099999996,33.5,0.81
MB03022,2073.87,70,1175,Auckland,Blenheim,1140,SHP,1,173.60327663047917,-41.69002334999999,20.5,0.5466666666666666
MB03033,197,35,1000,Blenheim,Blenheim,7273,SHP,1,174.02049091595256,-41.49055859999999,33,0.8085714285714286
MB03037,71,0,937,Tuamarina,Blenheim,7246,SHP,1,173.9775037927626,-41.43614224999999,36,0.8171428571428572
MB03038,49.91,189,0,Seddon,Seddon,7285,BEF,1,174.11766059473274,-41.70511085,29,0.7733333333333333
MB03056,20.08,27,20,Blenheim,Blenheim,7272,BEF,1,173.8296313169336,-41.54796714999999,31.5,0.8042857142857144
MB03098,7.44,0,45,Blenheim,Blenheim,7271,SNB,1,173.6048260604471,-41.54038705000001,10,0.26666666666666666
MB03111,53.42,40,0,Blenheim,Blenheim,7240,BEF,1,173.60579030016407,-41.547961449999995,21,0.56
MB03118,95.52,10,507,Blenheim,Blenheim,7271,BEF,1,173.47989115035892,-41.60069025000001,23.5,0.6266666666666666
MB03145,558.68,1116,300,Seddon,Seddon,7285,SNB,1,174.07902885280748,-41.76018585,34,0.8114285714285715
MB03177,397.28,102,0,Auckland,Waihopai Valley,1071,BEF,1,173.4866772775119,-41.718939750000004,21,0.56
MB03191,58.82,0,36,Seddon,Seddon,7285,SHP,1,174.14647073203605,-41.683303949999996,30,0.8
MB03197,82.12,19,214,Seddon,Ward,7285,BEF,1,174.15412191849592,-41.8176259,43.5,0.8385714285714286
MB03205,40.73,32,0,Blenheim,Blenheim,7272,BEF,1,173.84837884502133,-41.5822436,29.5,0.7866666666666666
MB03224,12.74,20,0,Blenheim,Blenheim,7274,BEF,1,174.02221829008283,-41.52378355,29,0.7733333333333333
MB03233,21,27,206,Blenheim,Blenheim,7272,BEF,1,173.86207676746812,-41.566004099999994,29,0.7733333333333333
