farm_id,size_ha,bef_nos,shp_nos,postal_twn,locality,postal_cod,farm_type,X,Y,Avg_EI,CNGpresent,CNGclose,sheep_or_beef_or_CNG,Probability_Estab
HB00003,336.4,0,0,Whakatu,Otane,4161,DAI,176.69072074241473,-39.86857609999999,32.333333333333336,104,153,1,0.8083333333333335
HB00005,255,182,1866,Waipawa,Tikokino,4274,SNB,176.4436013596296,-39.74605435,13,0,0,1,0.325
HB00006,518.1,312,4040,Waipawa,Waipawa,4271,SNB,176.72880334997217,-40.03841,24.5,8,13,1,0.6125
HB00007,970,830,5520,Waipawa,Tikokino,4274,SNB,176.39446023026514,-39.7779948,12,0,0,1,0.3
HB00009,35.2,24,83,Waipawa,Tamamu,4240,BEF,176.67551915687903,-39.96421825,29,0,0,1,0.725
HB00010,143.8,137,1730,Waipukurau,Tikokino,4200,SNB,176.4275987681078,-39.82736015,18.25,0,0,1,0.45625
HB00013,1500,506,7750,Waipawa,Omakere,4271,SNB,176.84256975906226,-40.015122649999995,23.2,0,0,1,0.58
HB00016,476.9,356,1520,Havelock North,Elsthorpe,4295,SNB,176.81882689080527,-39.87907669999999,16.5,0,0,1,0.4125
HB00017,579.9,184,0,Takapau,Argyll East,4286,GRA,176.5146331178029,-39.90984815,24.5,0,10,1,0.6125
HB00018,299,204,1650,Havelock North,Elsthorpe,4295,SNB,176.80890567677693,-39.9267074,21.25,0,0,1,0.53125
HB00019,80,72,0,Otane,Otane,4276,BEF,176.61322543977727,-39.860640249999996,29,55,55,1,0.725
HB00020,912.2,635,1954,Waipawa,Waipawa,4274,SNB,176.43878602443908,-39.78013905,13,0,0,1,0.325
HB00021,303.5,260,3320,Otane,Elsthorpe,4202,SNB,176.78652019618124,-39.88834375,21,0,0,1,0.525
HB00023,303,132,1568,Otane,Elsthorpe,4277,SNB,176.78390261237672,-39.902029549999995,21,0,0,1,0.525
HB00024,1890.2,970,9050,Wellington,Elsthorpe,6145,SNB,176.7938329694843,-39.96090530000001,21.6,0,0,1,0.54
HB00025,2299.8,1841,13120,Otane,Waipawa,4277,SNB,176.77286627138596,-39.8377968,30,4,5,1,0.75
HB00026,1384.67,800,6000,Waipawa,Elsthorpe,4210,SHP,176.7455824727777,-39.867654849999994,28.666666666666668,44,56,1,0.7166666666666667
HB00027,1527,350,6800,Havelock North,Waipawa,4295,SNB,176.86838859489023,-39.9576663,21.5,0,0,1,0.5375
HB00028,708.9,850,3900,Havelock North,Elsthorpe,4295,SNB,176.8508511938794,-39.945948099999995,21.5,0,0,1,0.5375
HB00033,1123,447,5400,NA,Kairakau,NA,SNB,176.90516246781695,-39.9212413,14.25,0,0,1,0.35625
HB00034,490,313,2335,Havelock North,Elsthorpe,4295,SNB,176.91637083096242,-39.905981749999995,9,0,0,1,0.225
HB00035,937.1,322,6239,Waipawa,Tikokino,4273,SNB,176.4963804009971,-39.80863345,21.666666666666668,0,0,1,0.5416666666666667
HB00036,1399.7,762,7300,Waipukurau,Waipukurau,4284,SNB,176.67566212823664,-40.09669984999999,17.5,0,0,1,0.4375
HB00040,243,65,2045,Waipawa,Elsthorpe,4295,SHP,176.81800628352923,-39.891243949999996,12,0,0,1,0.3
HB00041,1306,434,7632,Havelock North,Kairakau Beach,4295,SNB,176.87397968475778,-39.98856885,22.25,0,0,1,0.55625
HB00044,478.1,267,3300,Waipawa,Waipawa,4271,SNB,176.84436001115284,-40.03889160000001,20,0,0,1,0.5
HB00045,530,322,3300,Waipawa,Otane,4276,SNB,176.57376426037257,-39.82319835,21.25,0,0,1,0.53125
HB00046,3.02,0,30,Waipawa,Waipawa,4210,SHP,176.57781437487196,-39.938882199999995,30,0,0,1,0.75
HB00047,632.5,0,5040,Havelock North,Elsthorpe,4295,SNB,176.88454574982848,-40.0032691,25,0,0,1,0.625
HB00048,2534.1,2712,32000,Hastings,Omakere,4172,SNB,176.6490430567007,-39.920384549999994,24.88888888888889,0,4,1,0.6222222222222222
HB00049,839,94,1800,Waipawa,Tamamu,4271,BEF,176.67296203750823,-39.982944599999996,29.5,0,0,1,0.7375
HB00050,1165.3,543,6550,Waipawa,Omakere,4271,SNB,176.71531876883478,-40.06984645,20,0,0,1,0.5
HB00051,363.7,318,2070,Waipawa,Waipawa,4274,SNB,176.39476896400012,-39.747701,8,0,0,1,0.2
HB00052,5054,2270,15540,Waipawa,Tikokino,4274,SNB,176.30035996264397,-39.78207085,7.25,0,0,1,0.18125
HB00053,1490.1,569,10500,Waipawa,Omakere,4210,SNB,176.8339720044896,-40.057114549999994,22.2,0,0,1,0.555
HB00054,546.5,64,1500,Havelock North,Elsthorpe,4295,SNB,176.8839333105836,-39.96356939999999,16.75,0,0,1,0.41875
HB00055,1001.2,612,5280,Waipukurau,Waipawa,4284,SNB,176.81839143057334,-40.0813238,19.75,0,0,1,0.49375
HB00056,1461,868,8100,Waipawa,Tikokino,4274,SNB,176.37734856098353,-39.80397105,13.666666666666666,0,0,1,0.3416666666666666
HB00057,161.3,78,1500,Waipawa,Waipawa,4274,SNB,176.4278268653278,-39.80439285,15.5,0,0,1,0.3875
HB00058,804.8,596,4940,Waipawa,Omakere,4271,SNB,176.76213375618028,-40.070169899999996,19,0,0,1,0.475
HB00059,1965,1645,9800,Waipawa,Omakere,4271,SNB,176.72045953696454,-40.14369405,18.5,0,0,1,0.4625
HB00060,605.5,411,4150,Waipawa,Waipawa,4271,SHP,176.82736102188034,-40.15355255,22,0,0,1,0.55
HB00061,640.7,868,700,Waipawa,Tikokino,4274,SNB,176.3420009884265,-39.8258494,12.666666666666666,0,0,1,0.31666666666666665
HB00062,2290,1285,12100,Waipawa,Omakere,4271,SNB,176.8080033323069,-40.134321549999996,21.2,0,0,1,0.53
HB00063,866.9,701,5536,Waipawa,Waipawa,4271,SNB,176.84973722266722,-40.10109085,23.5,0,0,1,0.5875
HB00064,465.88,650,246,Waipawa,Waipawa,4271,BEF,176.85471444748748,-40.08005385,21.5,0,0,1,0.5375
HB00065,1095,520,7700,Waipawa,Waipawa,4271,SHP,176.8060498322505,-40.0556201,21,0,0,1,0.525
HB00066,1334,1793,3330,Waipawa,Tikokino,4274,SNB,176.47676545134192,-39.79227445,17,0,0,1,0.425
HB00068,602.6,231,3041,Waipawa,Waipawa,4170,SNB,176.73355128300787,-39.997232499999996,26.666666666666668,0,0,1,0.6666666666666667
HB00069,742.2,450,9300,Waipawa,Waipawa,4240,SNB,176.7414628355838,-39.95237085,26,0,0,1,0.65
HB00073,327.4,115,2498,Waipukurau,Omakere,4284,SNB,176.7198778260397,-40.100447900000006,16,0,0,1,0.4
HB00074,609,175,2340,Waipukurau,Waipukurau,4284,SNB,176.8121035199327,-40.1777835,22.666666666666668,0,0,1,0.5666666666666668
HB00075,809.1,307,4650,Hastings,Napier,4171,SNB,176.81361627836264,-40.10445715,21,0,0,1,0.525
HB00077,433.9,111,2715,Waipukurau,Waipukurau,4284,SNB,176.7635446022652,-40.17403219999999,22,0,0,1,0.55
HB00078,952.6,800,9500,Wellington,Omakere,6035,SNB,176.77117991404586,-40.1471483,18.75,0,0,1,0.46875
HB00079,307.4,130,806,Waipukurau,Omakere,4284,SNB,176.756075376573,-40.12843649999999,19,0,0,1,0.475
HB00080,763.37,203,4157,Waipukurau,Waipukurau,4284,SNB,176.78918999747538,-40.18445565,22.666666666666668,0,0,1,0.5666666666666668
HB00081,692,619,5650,Hastings,Waipawa,4172,SNB,176.76961256967516,-39.99256425,20.333333333333332,0,0,1,0.5083333333333333
HB00082,105.1,73,866,Otane,Argyll East,4276,SNB,176.55366133111806,-39.82214725,19,0,0,1,0.475
HB00083,386.25,174,2132,Waipawa,Waipawa,4240,SNB,176.67771987264337,-40.00203105,30,0,0,1,0.75
HB00084,474,296,770,Havelock North,Elsthorpe,4295,SNB,176.84059039126578,-39.93836315,20,0,0,1,0.5
HB00085,570,158,2350,Otane,Elsthorpe,4277,SNB,176.8090297642674,-39.84361200000001,25,0,0,1,0.625
HB00086,2001,798,14578,Wellington,Kairakau,6145,SNB,176.92398105955587,-39.89461920000001,17.25,0,0,1,0.43125
HB00087,483.5,283,1690,Waipawa,Waipawa,4271,SNB,176.67858053079834,-39.95165734999999,29,0,0,1,0.725
HB00088,694.85,267,3700,Waipukurau,Waipukurau,4202,SNB,176.69904880332297,-40.1280808,18,0,0,1,0.45
HB00089,98.2,136,663,Waipukurau,Waipukurau,4295,SNB,176.90447782529375,-39.94380889999999,16,0,0,1,0.4
HB00090,201.5,195,2025,Havelock North,Elsthorpe,4295,SNB,176.8840126056923,-39.929564400000004,11,0,0,1,0.275
HB00091,336.8,500,1770,Waipawa,Waipawa,4210,SNB,176.4783643637477,-39.8689921,25.75,0,0,1,0.64375
HB00092,577.5,636,2725,Otane,Otane,4277,SNB,176.77380304993892,-39.918001149999995,23,0,0,1,0.575
HB00093,445,405,2640,Otane,Argyll East,4276,SNB,176.55544552289084,-39.79666935,19,0,0,1,0.475
HB00095,1372.57,900,13000,Otane,Argyll,4276,SNB,176.53061616435843,-39.8330769,22.4,0,0,1,0.56
HB00097,77.6,37,670,Waipukurau,Waipawa,4200,SHP,176.60043056916786,-39.918276399999996,30,0,0,1,0.75
HB00101,243.3,169,1389,Waipawa,Waipawa,4273,SNB,176.48480487171256,-39.84515425,24,0,0,1,0.6
HB00102,802.6,771,2227,Waipawa,Tikokino,4274,SNB,176.42068872407282,-39.84145555,21,0,0,1,0.525
HB00104,37,0,200,Waipawa,Waipawa,4240,FRU,176.60816109759432,-39.948813799999996,30,0,1,1,0.75
HB00105,1002.2,584,6000,Waipukurau,Omakere,4284,SNB,176.66992493632046,-40.12136745000001,20.75,0,0,1,0.51875
HB00106,574.8,1,0,Waipawa,Tikokino,4273,SNB,176.47241150705742,-39.8289807,20.2,0,0,1,0.505
HB00108,344.8,88,3180,Waipawa,Waipawa,4240,SNB,176.79093531759378,-40.0628265,19.5,0,0,1,0.4875
HB00112,1.58,0,19,Otane,Elsthorpe,4277,LIF,176.76879809103366,-39.88557325,25,1,1,1,0.625
HB00113,485,208,3910,Havelock North,Elsthorpe,4130,SNB,176.81350852958616,-39.9704079,22,0,0,1,0.55
HB00114,421.6,300,2823,Otane,Waipawa,4277,SNB,176.77409241205834,-39.872443000000004,24.5,0,0,1,0.6125
HB00119,199.1,350,31,Otane,Otane,4276,BEF,176.60654152601202,-39.9096521,30,1,3,1,0.75
HB00120,285.5,300,1800,Waipukurau,Waipukurau,4284,SHP,176.70645100666115,-40.1078794,14,0,0,1,0.35
HB00128,316.1,150,1420,Havelock North,Elsthorpe,4295,SNB,176.82361766510326,-39.8622433,21,0,0,1,0.525
HB00130,2346,6000,1000,Waipawa,Waipawa,4273,SNB,176.5412338511691,-39.909716949999996,22,0,3,1,0.55
HB00131,282.1,364,650,Waipawa,Tikokino,4273,SNB,176.50315301833282,-39.8343093,24.5,0,0,1,0.6125
HB00135,36.1,60,500,Otane,Otane,4276,BEF,176.62551864182052,-39.86942724999999,29,0,1,1,0.725
HB00136,46.3,3,5,Waipawa,Waipawa,4210,BEF,176.56606715151725,-39.94106925,29,5,36,1,0.725
HB00140,308.2,70,2700,Hastings,Tikokino,4179,SNB,176.40766670826667,-39.7529514,8,0,0,1,0.2
HB00144,11.7,24,0,Otane,Waipawa,4277,BEF,176.61186569983764,-39.9298125,30,0,0,1,0.75
HB00148,59.5,31,211,Waipawa,Waipawa,4271,SNB,176.7137270098142,-39.95570835000001,28,0,0,1,0.7
HB00152,22,24,60,Waipawa,Waipawa,4210,SNB,176.58811799629558,-39.95140895,30,105,106,1,0.75
HB00153,45.1,42,33,Otane,Pukehou,4276,SNB,176.62402021415176,-39.82934130000001,29,0,0,1,0.725
HB00157,18.5,21,6,Otane,Patangata,4277,SNB,176.72701679747428,-39.91477455,30,0,0,1,0.75
HB00158,853.7,1000,1750,Waipawa,Tikokino,4274,SNB,176.32995812561174,-39.80929895,16.857142857142858,0,1,1,0.4214285714285715
HB00165,180.4,50,480,Waipawa,Tikokino,4274,SNB,176.46643395505322,-39.81394915,16,0,0,1,0.4
HB00168,45.34,72,250,Waipawa,Tikokino,4274,SNB,176.46068350145796,-39.7968683,16,0,0,1,0.4
HB00169,345.1,270,809,Otane,Otane,4277,SNB,176.69195497728424,-39.91510345,32.333333333333336,0,0,1,0.8083333333333335
HB00171,385,350,1720,Waipawa,Tikokino,4274,SNB,176.46733886556092,-39.750337349999995,15,0,0,1,0.375
HB00172,59.5,70,200,Otane,Otane,4277,SNB,176.7694461048278,-39.8964141,21,0,0,1,0.525
HB00174,28.3,50,72,Waipawa,Waipawa,4240,BEF,176.52886176625177,-39.881241849999995,25,0,0,1,0.625
HB00175,553.51,400,4000,Otane,Otane,4276,SNB,176.639830595989,-39.8748085,32.5,0,0,1,0.8125
HB00178,63.5,68,0,Waipawa,Argyll East,4273,SNB,176.5166400721899,-39.87367775,26.5,0,0,1,0.6625
HB00179,239,70,2000,Otane,Otane,4277,SHP,176.71452245361553,-39.91416840000001,30,0,0,1,0.75
HB00181,406.8,214,2778,Waipawa,Tikokino,4274,SNB,176.4304503371514,-39.757426699999996,10.5,0,0,1,0.2625
HB00182,238,247,40,Otane,Otane,4241,BEF,176.68506373600383,-39.895439749999994,34.5,0,0,1,0.8625
HB00183,1.8,0,0,Havelock North,Tikokino,4130,BEF,176.4570370690476,-39.8179807,16,0,0,1,0.4
HB00185,220,300,0,Waipawa,Otane,4210,BEF,176.60470018217853,-39.89963245,30,0,2,1,0.75
HB00186,380,380,2000,Hastings,Argyll East,4171,SNB,176.57071393256317,-39.87814125,25.5,0,0,1,0.6375
HB00187,495.5,67,2655,Waipawa,Waipawa,4271,SNB,176.7533089349784,-40.00882765,25,0,1,1,0.625
HB00190,315.7,490,0,Otane,Waipawa,4276,BEF,176.52591008056177,-39.85397905,22.5,0,0,1,0.5625
HB00191,267,44,400,Waipawa,Waipawa,4240,SNB,176.59690053889108,-39.908986299999995,32.5,0,0,1,0.8125
HB00194,125.52,29,0,Waipawa,Waipawa,4210,DEE,176.6122367678934,-39.95892335,30,57,75,1,0.75
HB00195,26,17,50,Waipawa,Waipawa,4271,SNB,176.74502682654327,-40.03020925,22,65,107,1,0.55
HB00198,193.4,19,894,Waipawa,Tikokino,4274,SHP,176.4663423403259,-39.8652129,25,0,0,1,0.625
HB00201,27.8,8,42,Otane,Waipawa,4277,SNB,176.60782879445503,-39.93153595,30,0,0,1,0.75
HB00202,530.9,339,6950,Waipawa,Tikokino,4274,SNB,176.45551142734678,-39.8029784,19,0,0,1,0.475
HB00203,194.2,189,650,Waipawa,Waipawa,4240,SNB,176.5500559015545,-39.93690255,29,55,184,1,0.725
HB00204,388.2,106,1430,Waipawa,Tikokino,4273,SNB,176.50459505828508,-39.842074999999994,25,0,0,1,0.625
HB00205,46.7,0,19,Otane,Otane,4202,BEF,176.6406056323421,-39.897240000000004,34,0,0,1,0.85
HB00207,380,120,1850,Waipawa,Waipawa,4273,SHP,176.49796635793646,-39.8166121,21,0,0,1,0.525
HB00208,187,81,853,Waipawa,Waipawa,4210,SNB,176.56444318701438,-39.93511579999999,29.5,18,18,1,0.7375
HB00210,508,111,4030,Waipawa,Omakere,4271,SNB,176.79868971266012,-40.02710025,19,0,0,1,0.475
HB00213,941.1,2650,0,Waipawa,Waipawa,4273,BEF,176.41635755783742,-39.98949005,26,0,0,1,0.65
HB00215,29.3,42,88,Waipawa,Tikokino,4271,SNB,176.49234926259595,-39.86891265,25,0,0,1,0.625
HB00216,410.8,146,4335,Waipawa,Omakere,4271,BEF,176.80886509589152,-40.118619,23.8,47,47,1,0.595
HB00217,647.4,146,3030,Waipawa,Omakere,4271,SNB,176.7571258501237,-40.0288118,21.5,117,117,1,0.5375
HB00218,277.7,43,1850,Otane,Otane,4277,SNB,176.6936744050111,-39.9034052,35,0,0,1,0.875
HB00220,463,50,3000,Ongaonga,Waipawa,4279,SNB,176.6818600359428,-39.930028,31.75,0,0,1,0.79375
HB00225,2.37,0,30,Otane,Otane,4202,SHP,176.60943412978432,-39.940112799999994,30,0,0,1,0.75
HB00226,6.75,0,54,Otane,Waipawa,4277,SHP,176.61249704255778,-39.93761755,30,0,0,1,0.75
HB00227,137.5,250,200,Omakere,Waipawa,4271,SNB,176.62586181781512,-39.946322849999994,30,61,63,1,0.75
HB00228,16.8,57,20,Otane,Waipawa,4277,SNB,176.6054663605563,-39.9409158,30,109,109,1,0.75
HB00230,1.4,0,0,Otane,Waipawa,4277,BEF,176.6188578175627,-39.9337314,30,0,0,1,0.75
HB00231,3.65,0,50,Waipawa,Otane,4210,SHP,176.61644301208264,-39.920879549999995,30,0,0,1,0.75
HB00232,8.08,0,0,Napier,Waipawa,4182,SHP,176.61649972487265,-39.93337029999999,30,0,0,1,0.75
HB00233,29.4,3,264,NA,Waipawa,NA,SHP,176.74867328240146,-39.639855999999995,36,0,0,1,0.9
HB00234,13.4,8,0,Otane,Otane,4277,BEF,176.6141496924892,-39.931208949999984,30,0,0,1,0.75
HB00235,13.2,12,27,Otane,Waipawa,4277,SNB,176.62278734871478,-39.93154785,30,0,0,1,0.75
HB00242,9.06,6,40,Otane,Otane,4276,SHP,176.59763816401212,-39.887525100000005,30,0,0,1,0.75
HB00244,9.61,25,0,Otane,Otane,4276,BEF,176.59486764716232,-39.89042214999999,30,0,0,1,0.75
HB00245,63,600,0,NA,Onga Onga,NA,SNB,176.42698020428207,-39.90197875,25.5,0,0,1,0.6375
HB00246,3.6,7,0,Waipawa,Waipawa,4210,BEF,176.60282285305448,-39.9440059,30,0,0,1,0.75
HB00248,22.5,42,0,Waipawa,Waipawa,4271,BEF,176.68321901058474,-39.95412605,28,0,0,1,0.7
HB00250,740,140,7000,Hastings,Pukehou,4156,SHP,176.6525561402562,-39.83528559999999,33.666666666666664,77,81,1,0.8416666666666666
HB00252,20.3,32,60,Waipawa,Waipawa,4240,SNB,176.51946141055905,-39.92622475,28.5,0,0,1,0.7125
HB00254,425.6,400,2750,NA,Waipawa,NA,SNB,176.53031762378853,-39.78594855,20,0,0,1,0.5
HB00256,39.1,23,217,Waipawa,Waipawa,4240,SNB,176.62285337612468,-39.9530384,30,69,83,1,0.75
HB00260,40,24,0,Otane,Otane,4276,BEF,176.62902072978278,-39.88815665,32,0,0,1,0.8
HB00263,288.5,500,825,Otane,Waipawa,4276,SNB,176.55871403100807,-39.841325850000004,23.5,0,0,1,0.5875
HB00264,679,322,3458,Otane,Waipawa,4276,SNB,176.54462144886242,-39.81317995,20,0,0,1,0.5
HB00265,1035,938,2375,Otane,Waipawa,4276,SNB,176.59319667540706,-39.8092066,21.666666666666668,0,0,1,0.5416666666666667
HB00266,247.7,253,2340,Waipawa,Omakere,4271,SNB,176.74699707973883,-40.092551099999994,18,0,0,1,0.45
HB00267,171,0,1616,Waipawa,Omakere,4271,SHP,176.74916755216384,-40.054918799999996,22,0,0,1,0.55
HB00268,2.71,5,0,Waipawa,Waipawa,4271,BEF,176.67500942858265,-39.96040215000001,29,0,0,1,0.725
HB00269,670,671,2820,Waipawa,Waipawa,4240,SNB,176.75113134476027,-39.96949815000001,23,0,0,1,0.575
HB00270,449,335,4773,Waipawa,Waipawa,4271,SNB,176.7232097325846,-40.0529719,24,0,0,1,0.6
HB00272,830,220,6750,Waipawa,Waipawa,4271,SNB,176.71128347501792,-39.96782175,28.75,0,0,1,0.71875
HB00275,429.2,612,6000,Waipukurau,Omakere,4242,BEF,176.69661985265247,-39.99656819999999,28.5,0,0,1,0.7125
HB00276,310.9,150,2170,Waipawa,Omakere,4271,SNB,176.74343905319125,-40.07897369999999,20,0,0,1,0.5
HB00277,625,20,3462,Waipawa,Waipawa,4271,SNB,176.72042663945842,-39.9835359,26.25,0,0,1,0.65625
HB00278,474.2,105,4230,Waipawa,Waipawa,4271,SNB,176.7839285890377,-40.0752911,19.333333333333332,0,0,1,0.4833333333333333
HB00279,846,325,5000,Waipawa,Waipawa,4271,SNB,176.6958207892894,-40.02911915,25.666666666666668,0,0,1,0.6416666666666667
HB00280,191.4,179,2350,Waipukurau,Omakere,4210,SNB,176.74595009160106,-40.10322895,18,0,0,1,0.45
HB00281,1332.4,731,3100,Havelock North,Elsthorpe,4295,SNB,176.84566837059646,-39.98853635,22.5,0,0,1,0.5625
HB00284,470.2,13,2640,Waipawa,Tikokino,4274,SHP,176.464035041535,-39.73981764999999,15,0,0,1,0.375
HB00287,242.12,295,0,Waipukurau,Wanstead,4200,BEF,176.543985579754,-40.1247507,30.5,0,0,1,0.7625
HB00288,12,1,166,Waipawa,Waipawa,4271,SNB,176.68907586316965,-39.9615189,28,0,0,1,0.7
HB00289,236.7,210,450,Waipawa,Waipawa,4271,SNB,176.73385828759336,-39.93103195,26,0,0,1,0.65
HB00290,237.28,0,0,Otane,Patangata,4277,SHP,176.74564795633808,-39.92399569999999,26,0,0,1,0.65
HB00291,610,155,3050,Otane,Otane,4277,SNB,176.75961203042846,-39.93953954999999,25,0,0,1,0.625
HB00292,11.3,35,0,Hawkes Bay,Otane,4170,BEF,176.6278832368942,-39.871880600000004,32.5,0,0,1,0.8125
HB00294,75.9,0,300,Otane,Otane,4277,SHP,176.6295481290777,-39.9159176,32,0,0,1,0.8
HB00296,491.1,250,2800,Hastings,Otane,4174,SHP,176.79586877701985,-39.72088504999999,32.25,0,0,1,0.80625
HB00297,181,58,30,Otane,Otane,4277,BEF,176.65773082031717,-39.90783945,25.5,0,0,1,0.6375
HB00298,926,760,4730,Waipukurau,Otane,4242,SNB,176.65330322616876,-39.89698755,27.4,103,131,1,0.685
HB00300,60,208,1625,Otane,Otane,4277,SNB,176.6322226457545,-39.919701999999994,32,0,0,1,0.8
HB00301,234,226,2042,Hastings,Te Aute,4174,SNB,176.6342467247379,-39.8078108,26,0,0,1,0.65
HB00303,108,130,0,Havelock North,Elsthorpe,4295,BEF,176.79614677357173,-39.91973765,20,0,0,1,0.5
HB00304,418.4,552,1700,Otane,Elspthorpe,4277,SHP,176.78142553092724,-39.853754550000005,28,0,0,1,0.7
HB00305,316,0,2065,Havelock North,Elsthorpe,4295,SHP,176.83984849101756,-39.90467845,12,0,0,1,0.3
HB00306,213,125,20,Otane,Elsthorpe,4202,SNB,176.78652019618124,-39.88834375,21,1,1,1,0.525
HB00308,236.1,82,3074,Havelock North,Elsthorpe,4295,SNB,176.85207166064873,-39.9167602,13.5,0,0,1,0.3375
HB00312,390,265,2705,Waipawa,Waipawa,4240,SNB,176.65373292002127,-39.969034199999996,29.666666666666668,1,54,1,0.7416666666666667
HB00313,187.5,100,1478,Otane,Otane,4277,SHP,176.62542839877077,-39.911326849999995,33,0,0,1,0.825
HB00317,6,0,0,Waipawa,Waipawa,4271,ARA,176.57477734660532,-39.949247400000004,29.5,15,15,1,0.7375
HB00319,575,753,4800,Otane,Otane,4277,SNB,176.67627229370396,-39.94014265,30.666666666666668,0,0,1,0.7666666666666667
HB00320,194.5,3,2115,Waipawa,Tamumu,4271,SNB,176.70191830193727,-39.960210950000004,28,0,0,1,0.7
HB00323,240.4,70,3250,Havelock North,Elsthorpe,4295,SHP,176.82148489792922,-39.945948099999995,21.5,0,0,1,0.5375
HB00325,235.4,186,2860,Havelock North,Havelock North,4295,SNB,176.84287373118707,-39.89287535,7,0,0,1,0.175
HB00327,2.4,0,19,Waipawa,Waipawa,4210,BEF,176.59466509212922,-39.93569745,30,0,0,1,0.75
HB00329,10.3,18,0,Hastings,Otane,4120,BEF,176.62414672893652,-39.89082915,32,0,0,1,0.8
HB00330,21.7,39,212,Waipawa,Waipawa,4240,SNB,176.60230821942523,-39.93180459999999,30,90,96,1,0.75
HB00332,214.8,450,20,Otane,Otane,4276,BEF,176.53704882076377,-39.8686036,23.333333333333332,0,0,1,0.5833333333333333
HB00338,463.5,119,2160,Waipawa,Waipawa,4271,SNB,176.67524162865726,-40.01713579999999,28.666666666666668,0,0,1,0.7166666666666667
HB00339,1.84,0,28,Otane,Waipawa,4277,SHP,176.61576721411015,-39.9363376,30,0,0,1,0.75
HB00344,78,220,1750,Hastings,Patangata,4156,SNB,176.72484970564767,-39.852412650000005,32,0,1,1,0.8
HB00345,5.79,0,30,Otane,Waipawa,4277,SNB,176.61476629241514,-39.9200556,30,0,0,1,0.75
HB00346,582,284,3150,Otane,Otane,4277,SNB,176.79416862731767,-39.874807849999996,20,0,0,1,0.5
HB00347,610.1,0,100,Otane,Pukehou,4276,LIF,176.62565329717546,-39.825567799999995,29.166666666666668,104,104,1,0.7291666666666667
HB00350,1.96,1,0,NA,Otane,NA,BEF,176.61921788694238,-39.89738809999999,30,0,0,1,0.75
HB00356,139.2,264,1655,Hastings,Otane,4178,SNB,176.6024415779827,-39.8477588,27,0,0,1,0.675
HB00357,2.1,5,0,Waipawa,Waipawa,4210,BEF,176.59934053357094,-39.94709335,30,0,0,1,0.75
HB00358,6.7,12,25,Otane,Elsthorpe,4277,SNB,176.81205064799474,-39.91634985,17,0,0,1,0.425
HB00360,43.1,70,14,Waipawa,Otane,4210,BEF,176.61119211907413,-39.92567925000001,30,0,0,1,0.75
HB00361,36,36,163,Waipawa,Waipawa,4271,SNB,176.63409189777065,-39.964952,30,0,0,1,0.75
HB00362,15.2,0,35,Waipawa,Waipawa,4271,LIF,176.6364311578664,-39.96346725,30,5,9,1,0.75
HB00365,0.8,0,0,Waipawa,Waipawa,4271,BEF,176.60738782343205,-39.944738400000006,30,0,0,1,0.75
HB00367,10,10,115,Hastings,Tikokino,4120,SHP,176.39622984004637,-39.76441235,8,0,0,1,0.2
HB00369,7.2,0,45,Otane,Otane,4277,SHP,176.61924778893803,-39.92278554999999,30,0,0,1,0.75
HB00375,64.7,72,300,Waipawa,Tikokino,4273,SNB,176.48473985005958,-39.837241250000005,24,0,0,1,0.6
HB00381,2.3,0,3,Waipawa,Waipawa,4210,BEF,176.6031797152237,-39.94905890000001,30,29,29,1,0.75
HB00387,440,270,2300,Otane,Otane,4276,SNB,176.60110715993162,-39.88480799999999,30.333333333333332,0,0,1,0.7583333333333333
HB00388,572.8,0,2760,Otane,Otane,4276,SNB,176.59858239454132,-39.86956975,25.666666666666668,0,5,1,0.6416666666666667
HB00389,1175,500,1160,Hastings,Te Hauke,4156,SHP,176.67374970777632,-39.862730049999996,33,78,107,1,0.825
HB00390,414.5,0,0,Otane,Poukawa,4276,SNB,176.72880693255433,-39.73690205,36.5,0,0,1,0.9125
HB00393,2.03,1,0,Waipawa,Waipawa,4210,BEF,176.60401900103085,-39.9422549,30,0,0,1,0.75
HB00396,11.2,0,20,Waipawa,Tikokino,4274,SNB,176.48287985434536,-39.75572645,17,0,0,1,0.425
HB00398,10.75,91,900,Hastings,Te Hauke,4178,SHP,176.66693121587778,-39.81496684999999,35,34,35,1,0.875
HB00406,40.4,0,206,Waipawa,Patangata,4271,BEF,176.6977593979431,-39.9482398,28,0,0,1,0.7
HB00407,87.1,141,0,Waipukurau,Omakere,4284,BEF,176.68432122391437,-40.138576099999995,22,0,0,1,0.55
HB00408,11.9,22,0,Waipawa,Waipawa,4271,BEF,176.80558557467452,-40.06217064999999,17,0,0,1,0.425
HB00410,7.74,12,0,Waipawa,Waipawa,4210,LIF,176.59429834375555,-39.95685535,30,7,7,1,0.75
HB00413,10.2,19,74,Otane,Waipawa,4277,SNB,176.62205273646583,-39.92260955,30,0,0,1,0.75
HB00416,194.7,15,350,Havelock North,Elsthorpe,4295,SNB,176.80015154584885,-39.910335149999995,17,0,0,1,0.425
HB00423,6.8,0,20,Waipawa,Waipawa,4210,LIF,176.5979701794152,-39.9287102,30,7,141,1,0.75
HB00426,318,126,1670,Waipawa,Waipawa,4295,SNB,176.85889016897454,-39.8309187,21.5,0,0,1,0.5375
HB00427,2.42,0,2,Waipawa,Waipawa,4210,LIF,176.6000522837299,-39.9401091,30,17,17,1,0.75
